Unnamed: 0,tweet_id,user_id,created_at,tweet,username,name,location,tweet_type,replied_to_id
19,1505944137866125313,19937627,2022-03-21T16:27:16.000Z,.@VodafoneUK FTTP broadband now available for ‘SoHo’ sector https://t.co/Llp4siZtGK,MobileNewsMag,Mobile News Magazine,London,Original_tweet,Null
20,1505936767647723528,825692036657459201,2022-03-21T15:57:59.000Z,@VodafoneUK That's for anyone reading this with a Moto G9 Play on vodafone who's been misled into buying a new phone due to your incorrect (it seems) scare mongering emails.,sparkslabs_com,Michael «*»,"Manchester, England",replied_to,1505936609082028035
22,1505934285710180361,1052958783532601345,2022-03-21T15:48:07.000Z,"@Tsunahmie1 @VodafoneUK Amazing!! Wonderful to hear you managed to find a great deal with @VodafoneUK 👏
Roll on the 24th March for release!",OPPOMobileUK,OPPO UK,United Kingdom,replied_to,1505645810175905797
23,1505930515802693639,2863001,2022-03-21T15:33:08.000Z,@VodafoneUK I'm so happy when you get a chance to see you soon and I will be happy to help you with the child care center for the use of the non working number.,Cunninghamster,Daniel Cunningham,"Poole, England",replied_to,1505484294088642563
24,1505930212919418880,368256015,2022-03-21T15:31:56.000Z,@VodafoneUK Yep not the result i wanted,WheelerAw,Andrew Wheeler,"ÜT: 52.046677,-0.787004",replied_to,1505921961129652230
25,1505925138520449028,579197815,2022-03-21T15:11:46.000Z,@VodafoneUK @vodafone this is why I'll be leaving you before my renewal .. 78mb my foot .. #Vodafone #Vodafonedown https://t.co/fhqf4xCQSQ,SarahHeleneuk,Sarah Hélène 3.5% 🇺🇦🕷 #FBPA #FBPE #REJOINEU #TS,NW Surrey UK,Original_tweet,Null
26,1505916818245959681,2241206546,2022-03-21T14:38:42.000Z,@VodafoneUK #DreamHoliday Japan to ski down the tallest mountain...best get practising!,AdamCorner2,Adam Corner,,replied_to,1503778049203924994
27,1505915300520382472,129848921,2022-03-21T14:32:40.000Z,@VodafoneUK Im so.happy when. You can,CPalmer06,Chris Palmer,london,replied_to,1505484294088642563
28,1505910318035357698,753290949690810368,2022-03-21T14:12:52.000Z,"@VodafoneUK I have 2 contacts with you I have turned off secure net but it's turned it self on one phone but I can't turn it off as it
Says it is off but its charging me for it",r33_tasha,N A T A S H A 💕🏳️‍⚧️,"Liverpool, England",Original_tweet,Null
29,1505910150229602306,466341559,2022-03-21T14:12:12.000Z,"@JaH_HY Hey! We appreciate you reaching out. We recommend you contact @VodafoneUK via DM, they will be able to assist you with your query.",VodafoneGroup,Vodafone Group,"London, UK",replied_to,1505885719230914567
30,1505909723144589314,837271780003885056,2022-03-21T14:10:31.000Z,@VodafoneUK #VodafoneTreats Getting out in the sunshine and exploring the Scottish coastline has definitely put a spring in my step I feel so much more alive! https://t.co/AXrIicYnfv,countluckula,ᒪeigh,United Kingdom,replied_to,1498704627000233985
31,1505905371910606851,1402293903894761473,2022-03-21T13:53:13.000Z,@VodafoneUK #VodafoneTreats  it’s having an amazing time with my muscular dystrophy warrior! Capturing every fun and incredible moment and just taking each up and down with a pinch of salt and chocolate ice cream 🍦! The spring in our step is this one taking chocolatey steps few days ago 😍 https://t.co/gjKIJpb5ss,profKerfuffle,Professor Kerfuffle,UK/FRANCE 🥸,replied_to,1498704627000233985
32,1505900687074414592,386486785,2022-03-21T13:34:36.000Z,"@VodafoneUK Horrible home broadband experience. No internet &amp; getting same issue repeated within 2 weeks? With WFH, how one rely on your services? @SkyUK i had never faced this problem but had to switch as fiber is not available via Sky at my postcode.#broadband #CustomerService",GOYALKAPS,kapil goyal,United Kingdom,Original_tweet,Null
33,1505896662274818050,2644645745,2022-03-21T13:18:37.000Z,@benjaminjmiller @VodafoneUK Same in Aberdeen,g_wullie,Wullie G Grant,"Aberdeen, Scotland",replied_to,1505896186691137538
34,1505885597621272576,466341559,2022-03-21T12:34:39.000Z,"Today is International Day for the Elimination of Racial Discrimination.

@VodafoneUK’s Multicultural Inclusion Network was set up to help our employees navigate challenges and progress in their careers.

Hear the founder, Sade's story. #FightRacism https://t.co/aM9rq61YJZ",VodafoneGroup,Vodafone Group,"London, UK",Original_tweet,Null
35,1505882856622538757,171940914,2022-03-21T12:23:45.000Z,@VodafoneUK Lets see if the general public reply shall we 🤣👍🏼,Hawks8920,Luke Hawksley,Nottingham,replied_to,1505870844886753280
36,1505882089408901127,90182842,2022-03-21T12:20:42.000Z,@VodafoneUK Hi Guys. I want to make an additional payment on my account as I'm expecting a higher than normal bill for next month. Cant see the make  a payment button anywhere. I have more than one number associated with the account. Is that potentially affecting things?,gulam_h,Gulam Hussain,London,Original_tweet,Null
37,1505877831707987980,107029339,2022-03-21T12:03:47.000Z,@VodafoneUK I'm so happy when I get a chance to sort out the other day and I will be lovely to see you soon xx #VodafoneTreats,thequeenosheba,⚡⚡ Lisa Hughes ⚡⚡,"Cleckheaton, West Yorkshire",replied_to,1505484294088642563
38,1505866068409176064,2180432083,2022-03-21T11:17:03.000Z,"@VodafoneUK I’m going Down Under to Australia 🇦🇺 to feed the penguins 🐧
#DreamHoliday",kazweedon,🎀 𝒦𝒶𝓏 🎀,"♥ 𝙷𝚊𝚖𝚙𝚜𝚑𝚒𝚛𝚎, 𝚄𝙺 ♥",replied_to,1503778049203924994
39,1505865964084203523,2180432083,2022-03-21T11:16:38.000Z,"@VodafoneUK I’m going to Australia 🇦🇺 to feed the penguins 🐧
#DreamHoliday",kazweedon,🎀 𝒦𝒶𝓏 🎀,"♥ 𝙷𝚊𝚖𝚙𝚜𝚑𝚒𝚛𝚎, 𝚄𝙺 ♥",replied_to,1503778049203924994
40,1505854035244552193,50628631,2022-03-21T10:29:14.000Z,Hi @O2 do you do any corporate discounts due to employer contracts like @VodafoneUK advantage? Do you have a link please? I know my employer uses both networks. Thanks,Beleza_Rach,Rachael Santangelo,"Edinburgh, Bonnie Scotland ",Original_tweet,Null
41,1505850068221448193,478043251,2022-03-21T10:13:28.000Z,"@VodafoneUK I am happy when I am a good friend to have an hour to talk about what we can do.) 

That's funny because I always listen to my friends when they are down x
#vodafonetreats",karenhill26,karen Hill,devon England,replied_to,1505484294088642563
42,1505844455789715460,345636990,2022-03-21T09:51:10.000Z,@VodafoneUK I’m so happy when you are home and I don’t know if I have too many things to do. 🙈😂,zmark21,Zo✌🏻,,replied_to,1505484294088642563
43,1505838125351907330,70453172,2022-03-21T09:26:00.000Z,"@VodafoneUK ""I'm so happy when I get a chance to win a trip to NYC for a few days' I mean it's not wrong. Love New York! #VodafoneTreats https://t.co/zgUqdkhsY7",Vickydoo,Victoria,"Scotland, United Kingdom",replied_to,1505484294088642563
44,1505831527090991104,940345362409279489,2022-03-21T08:59:47.000Z,"Exciting! @VodafoneUK will work alongside Emma Raducanu as an ambassador for 'Play Your Way to Wimbledon’, working with the LTA to help inspire future tennis stars https://t.co/S3AN0b81Qn https://t.co/6khggmtk7G",barrientos_pena,Isabel Pena Barrientos 💙,"England, United Kingdom",Original_tweet,Null
45,1505821522073694209,907694160798474240,2022-03-21T08:20:02.000Z,@VodafoneUK I’m so happy when you are home and I have a good day,KateHow98804396,KateH,"Leeds, England",replied_to,1505484294088642563
46,1505820772077641728,91883269,2022-03-21T08:17:03.000Z,@VodafoneUK Morning Matt! Thank you! I’ve proceeded successfully 😁,jemmajon,Jemma Jonathan,Wales ,replied_to,1505820291083218945
47,1505817059279708168,2497054676,2022-03-21T08:02:18.000Z,"Don't forget to join @OhSoKatherine this morning at 11am for her informative #TikTok webinar for @VodafoneUK and @e_nation. Whether you're new to TikTok or need some tips to boost your efforts, there's still time to sign up below 👇

https://t.co/dfrwRTcPTI",OhSoMarketing,Oh So Social,Cornwall,Original_tweet,Null
48,1505812602923933698,91883269,2022-03-21T07:44:35.000Z,@VodafoneUK there seems to be an issue with the @grum offer on the #verymerewards all https://t.co/qxXTc9q0Kl,jemmajon,Jemma Jonathan,Wales ,Original_tweet,Null
49,1505809621163945987,31071343,2022-03-21T07:32:44.000Z,@VodafoneUK I'm so happy when I get a chance #InternationalDayOfHappiness #VodafoneTreats,MarkkCampion,Mark Campion,Swansea,replied_to,1505484294088642563
50,1505799566465146880,58584101,2022-03-21T06:52:47.000Z,@VodafoneUK Fabulous trips to the beautiful New Forest with my 2 gorgeous girls xx https://t.co/aZilFZ4yFG,bambam1974,TheresaSmithUK,New Forest,replied_to,1498704627000233985
51,1505798640589283332,19819380,2022-03-21T06:49:06.000Z,@VodafoneUK I’m so happy when I get back home,joan580,Joan Simpson,North West England,replied_to,1505484294088642563
52,1505774123645079552,927938467,2022-03-21T05:11:41.000Z,@VodafoneUK I see my family when I get home from work 👍,44SmithG45,G Smith,North England,replied_to,1505484294088642563
53,1505773439885402112,15725599,2022-03-21T05:08:58.000Z,@VodafoneUK I’m so happy when you’re ready for your birthday 🥳😂,cjohnwalsh,Chris Walsh,"Abertillery, South Wales",replied_to,1505484294088642563
54,1505770480032169984,1300413816493289473,2022-03-21T04:57:12.000Z,"@VodafoneUK I'm so happy when I get a chance to have a great day

🥲",_AndroidAsh,🄰🅂🄷 🏴󠁧󠁢󠁥󠁮󠁧󠁿,🏴󠁧󠁢󠁥󠁮󠁧󠁿,replied_to,1505484294088642563
55,1505734582942973955,2909592687,2022-03-21T02:34:34.000Z,@VodafoneUK I am so happy when I have a chance to see a good friend,jcr_photo,JCRiddle Photography,"Sussex and Surrey, UK",replied_to,1505484294088642563
56,1505727109557334024,704339870123225092,2022-03-21T02:04:52.000Z,@VodafoneUK Germany to get lost in the jungle 😂 #DreamHoliday,tmal1983,Mr T,United Kingdom,replied_to,1503778049203924994
57,1505682215656693764,724940545068535811,2022-03-20T23:06:29.000Z,@VodafoneUK #DreamHoliday swimming in the sea,SofiyaLulham,SofaSushka,,replied_to,1503778049203924994
58,1505680494855397382,1065218754240528385,2022-03-20T22:59:38.000Z,@VodafoneUK I’m so happy when you’re in here and I’m so excited to see that lol I love it too much but I’m glad it wasn’t lol #VodafoneTreats 😳😂,NikkiSt84,Nikki,"Scotland, United Kingdom",replied_to,1505484294088642563
59,1505680144459083780,697095257658408960,2022-03-20T22:58:15.000Z,@VodafoneUK I'm so happy when it comes to my daughter ❤❤❤❤,Jill_W7,Jillian Whitehead,Perth,replied_to,1505484294088642563
60,1505671736980815886,50628631,2022-03-20T22:24:50.000Z,@VodafoneUK I was advised 72 hrs. The 72 hrs is up and I'm still no closer to resolution or indeed an upgrade,Beleza_Rach,Rachael Santangelo,"Edinburgh, Bonnie Scotland ",replied_to,1505491781001134080
61,1505671525793419273,20333121,2022-03-20T22:24:00.000Z,"@VodafoneUK I'm so happy when you get back on the phone 

🤣 well that's kind of fitting lol #VodafoneTreats #InternationalDayOfHappiness",MoonshineMishap,Donna G,"Portsmouth, England.",replied_to,1505484294088642563
62,1505668304546979850,47466175,2022-03-20T22:11:12.000Z,@VodafoneUK I am so happy when Vodafone gives me uninterrupted home broadband at promised speed. https://t.co/U7LIb7ZvyB,gurupandit,Guru Pandit,"Woking, South East",replied_to,1505484294088642563
63,1505664126932205577,2210898709,2022-03-20T21:54:36.000Z,@VodafoneUK #VodafoneTreats I got to the top of The Beacon with my dog Riley. I now have a spring in my step because i thought i would never get to the top. I do Love Spring. https://t.co/gGaomdU9sO,suzywoo321,Susan Jane Gray,,replied_to,1498704627000233985
64,1505658668028776450,192608384,2022-03-20T21:32:54.000Z,@VodafoneUK Making friends with a bear in Hawaii! #DreamHoliday,diane_83,Diane,"Berks, UK",replied_to,1503778049203924994
65,1505646824102715392,2905657017,2022-03-20T20:45:51.000Z,@virginhelp @Virgin @O2 @EE @VodafoneUK @virginmedia Thank you!!,SophieBur492,Sophie burlinson,"Sunderland, England",replied_to,1505646740208291845
66,1505642933529239553,3108215459,2022-03-20T20:30:23.000Z,@VodafoneUK I’m so happy when I have spent time with my dad #InternationalDayOfHappiness,comper_crazy,VIV 💙,"England, United Kingdom",replied_to,1505484294088642563
67,1505641804028387330,716235098115469312,2022-03-20T20:25:54.000Z,@VodafoneUK I’m so hungry when we are walking in the sunshine. #InternationalDayOfHappiness,LuckyPyerr,James,,replied_to,1505484294088642563
68,1505641260593340416,142358555,2022-03-20T20:23:44.000Z,@VodafoneUK I’m so happy when you get to this house and we can eat 😂#VodafoneTreats,lydfp_bobbysmum,LydiaGough 💗,West midlands UK,replied_to,1505484294088642563
69,1505639591516254211,2721515906,2022-03-20T20:17:06.000Z,@VodafoneUK My dog asks for a lullaby (truly) and then how eyes close and he falls asleep. It's the cutest and funniest thing ever...,AleksE125,Aleks,,replied_to,1505484294088642563
70,1505637339166564356,216027059,2022-03-20T20:08:09.000Z,"@VodafoneUK …Vodafone kept the promises it made not to reintroduce roaming charges

(Then I wake up and realise I was just dreaming)",MuffinThrower,That Adam fellow #ActivistLawyer,London ,replied_to,1505484294088642563
71,1505635835206639626,116451098,2022-03-20T20:02:11.000Z,"@VodafoneUK I’m so happy when… doughnuts come round my house to play xbox 

#InternationalDayOfHappiness https://t.co/R4e2GSj6zG",greigo_uk,Greg Spencer,"Leicester, England",replied_to,1505484294088642563
72,1505633333648281603,600121389,2022-03-20T19:52:14.000Z,@VodafoneUK I’m so happy when I have a moment I can msg (hahaha 😂),vickiz1905,Victoria Major,"Braunton, England",replied_to,1505484294088642563
73,1505630260334891009,20605878,2022-03-20T19:40:01.000Z,@VodafoneUK I'm so happy when you say that I love you 😍,nickyweller,Nicola-clare Weller,Devon,replied_to,1505484294088642563
74,1505628766579707904,777638074213892096,2022-03-20T19:34:05.000Z,@VodafoneUK @redbullracing get 0pts in a GP weekend,johnnyboy90,John,"Manchester, England",replied_to,1505484294088642563
75,1505626627623067653,62137358,2022-03-20T19:25:35.000Z,@VodafoneUK The sun shines,57Butler,Viv M,,replied_to,1505484294088642563
76,1505625585573412877,17942486,2022-03-20T19:21:27.000Z,@VodafoneUK #VodafoneTreats  Enjoying a walk and spotting all the beautiful flowers like these daffodils. https://t.co/M3hTnnL2dQ,nicolasadler,🎠Nicola Sadler🎠,,replied_to,1498704627000233985
77,1505624083387588618,218821567,2022-03-20T19:15:29.000Z,@VodafoneUK I'm so happy when you said that 💙💛,ColArmy86,ᴄᴏʟ,Ｔｈｅ Ｎｏｒｔｈ Ｅａｓｔ 🔴⚪️,replied_to,1505484294088642563
78,1505622284702203914,391317123,2022-03-20T19:08:20.000Z,@VodafoneUK I’m so happy when you’re ready for your appointment and I’ll be back on the road for you and your lovely wife.,00jonesey,Martin Jones,"South East, England",replied_to,1505484294088642563
79,1505621593216720898,2905657017,2022-03-20T19:05:35.000Z,I would appreciate the help for cancer charities from some of the mobile networks @Virgin @O2 @EE @VodafoneUK,SophieBur492,Sophie burlinson,"Sunderland, England",Original_tweet,Null
80,1505620914838380545,280678430,2022-03-20T19:02:53.000Z,@VodafoneUK #VodafoneTreats,rugbypicboy,spence,wales,replied_to,1505620780893319168
82,1505620625280450568,1195379755262058496,2022-03-20T19:01:44.000Z,"@VodafoneUK I'm so happy when I have the energy to face the outside world
... Well then 😂",lorcan51,Lorcan *,"Lincolnshire, UK 🇬🇧 ",replied_to,1505484294088642563
83,1505617738546524167,17942486,2022-03-20T18:50:16.000Z,@VodafoneUK I'm so happy that we are looking forward to seeing everyone on board with the other hands #InternationalDayOfHappiness,nicolasadler,🎠Nicola Sadler🎠,,replied_to,1505484294088642563
84,1505616258259107843,3257207974,2022-03-20T18:44:23.000Z,@EMcGougan @VodafoneUK Vodafone is a joke 🤣,mrmrningstarr,MrJunJunior,"Little London, England",replied_to,1504768529433870340
85,1505616231151325189,211959269,2022-03-20T18:44:17.000Z,"@VodafoneUK I'm so happy when I get home 👏
#VodafoneTreats
#InternationalDayOfHappiness",Kate_Kitssister,🔆 Kate M Jones 🔆,North Wales,replied_to,1505484294088642563
86,1505615407885045762,320326741,2022-03-20T18:41:00.000Z,@VodafoneUK I’m so happy when you are free and I will be able to make use of your phone #VodafoneTreats #InternationalDayOfHappiness (to be fair this is accurate as my battery dies real quick 😂😂),KellieFaggle,Kellie Faggle,"West Midlands, England",replied_to,1505484294088642563
87,1505614987632553985,872852693622153217,2022-03-20T18:39:20.000Z,@VodafoneUK Family movie and snuggles on the sofa with my boys. 😀,AngelaField74,Angela Field,"Windsor, South East",replied_to,1505484294088642563
88,1505611166470529029,1849055040,2022-03-20T18:24:09.000Z,@VodafoneUK I’m so happy when I have a good day - 🤣 #InternationalDayOfHappiness,kels_elise_,Kelsey Ringwood,,replied_to,1505484294088642563
89,1505607134439956482,1433129808,2022-03-20T18:08:08.000Z,@VodafoneUK Just received this text which I assume isn’t genuine but just thought I’d throw your way for confirmation. https://t.co/B1tOhSehLm,shaunyp8471,Shauny P ♈️ 🏴󠁧󠁢󠁥󠁮󠁧󠁿 ⚽️ 🎶,"Leeds, England",Original_tweet,Null
90,1505605976124268547,1017748478,2022-03-20T18:03:32.000Z,"@VodafoneUK I’m so happy when I have a moment, I will be there for a while. #VodafoneTreats",pluckypuddin,Katrina Adams,"Lowestoft, England",replied_to,1505484294088642563
91,1505605206922383365,351200252,2022-03-20T18:00:28.000Z,@VodafoneUK I'm so happy when you say that #VodafoneTreats,Trevor_Aston,Trevor Aston,,replied_to,1505484294088642563
92,1505604501142753282,50628631,2022-03-20T17:57:40.000Z,@VodafoneUK I've sent a dm,Beleza_Rach,Rachael Santangelo,"Edinburgh, Bonnie Scotland ",replied_to,1505491781001134080
93,1505602450488795151,475134770,2022-03-20T17:49:31.000Z,@VodafoneUK I’m so happy when I get back to work - this is not true 😂😂 #VodafoneTreats,Siobhan_Lucy,Siobhan Lucy,"Cardiff, Swales",replied_to,1505484294088642563
94,1505601463099211780,2929157482,2022-03-20T17:45:36.000Z,@VodafoneUK I’m so happy when you’re here and I’m glad you’re safe and happy 😊 #VodafoneTreats #InternationalDayOfHappiness,keenbean0129,Keen Bean,United Kingdom,replied_to,1505484294088642563
95,1505597145910501376,1243731282,2022-03-20T17:28:26.000Z,@VodafoneUK I'm so happy when my dog Sprout takes me on a walk! #VodafoneTreats #InternationalDayOfHappiness https://t.co/Bczvwkv1pn,pklidaras,Polly Klidaras,England,replied_to,1505484294088642563
96,1505595870720503812,40209659,2022-03-20T17:23:22.000Z,@VodafoneUK I’m so happy when I’m not here for you and me too lol I love it so much and I hope you have not had any problems at church,paulthemessiah,paul walker,The Big L,replied_to,1505484294088642563
97,1505595333379776514,106791493,2022-03-20T17:21:14.000Z,@VodafoneUK I’m so happy when you are home and I can come pick up my dog 🐶 @VodafoneUK #InternationalDayOfHappiness 💕💕💕💕🐶🐶🐶🐶🐾🐾🐾🐾💝💝💝💝💝,Larissaloulou,LARISSAJULIE-ANNE✨,"London, England",replied_to,1505484294088642563
98,1505595053640761350,106791493,2022-03-20T17:20:08.000Z,#VodafoneTreats I am happy when I am home with you for the weekend 🐶🐶🐾🐾@VodafoneUK  #InternationalDayOfHappiness,Larissaloulou,LARISSAJULIE-ANNE✨,"London, England",Original_tweet,Null
99,1505592900750647297,2815748087,2022-03-20T17:11:34.000Z,"@VodafoneUK I’m so happy when…when I give to animal charities..makes me feel Good to help

#InternationalDayOfHappiness",nansclutter,nansclutter,,replied_to,1505484294088642563
101,1506028175729610755,569314174,2022-03-21T22:01:12.000Z,"@BromleyCommuter @VodafoneUK Hi, London bridge station has poor coverage due to the persistent failure of others to decide on the best technical and commercial solution at London Bridge station. Vodafone have been working tirelessly for over 5 years now to depoy a dedicated solution but this has  failed",Ker_Anderson,Ker Anderson,"Thatcham, England",replied_to,1505992729750294533
102,1505992729750294533,1099514911,2022-03-21T19:40:21.000Z,@VodafoneUK @Ker_Anderson It doesn’t need a DM just pay some engineers to fix the network at London Bridge https://t.co/GvqlXGbQVp,BromleyCommuter,MarkL,Bromley,quoted,1505992245559926792
103,1506003556989558789,20678384,2022-03-21T20:23:22.000Z,"@JimmyOKeefe Hi there 👋 We're sorry to hear that you wife may have been a victim of fraud and we'd love to look into what's occurred. If you drop us a DM, you'll first be presented by our BOT, if you select 'Get Started' and then 'Asked to DM', we can look into this further for you. Mo https://t.co/zZC6gSR1Ak",Vodafone,Vodafone,UK,replied_to,1506000525384458248
104,1506002984580362240,20678384,2022-03-21T20:21:06.000Z,"@BromleyCommuter @Ker_Anderson You're able to opt into updates Mark, please enter your Mobile Number on our Network Status Checker link 👇
https://t.co/JaH0XHfkbZ
When the issue has been resolved, you'll receive a text message. I hope this helps. Saf",Vodafone,Vodafone,UK,replied_to,1505994019851186184
105,1506001023785226243,194791456,2022-03-21T20:13:18.000Z,@louisekwarteng @VodafoneUK I had same issues over the weekend. They actually sent me a message acknowledging it yesterday,PaulinKuranchie,Paulina Kuranchie🇬🇭,"London, England",replied_to,1505993809943044101
106,1505999915033542663,20678384,2022-03-21T20:08:54.000Z,"@louisekwarteng Hi Louise 👋 If you're having trouble with the mobile data, you can enter your postcode in your Network Status Checker 👉 https://t.co/PboCGKkBnU. This will show if anything is happening in the area. If everything is looking good or its a broadband query, just let us know. Mark",Vodafone,Vodafone,UK,replied_to,1505993809943044101
107,1505993809943044101,772298196,2022-03-21T19:44:38.000Z,Is anyone having issues with @VodafoneUK Internet on their phones?  Mine has been very intermittent and cuts out at inopportune moments. My friend said she had similar problems on Saturday. But please let me know.,louisekwarteng,louiseowusu,,Original_tweet,Null
108,1505993226121056259,20678384,2022-03-21T19:42:19.000Z,@BromleyCommuter We'd be able to discuss this in more detail with you through private DM Mark. Please click on the link in my previous message to get connected to us. Thanks. Saf,Vodafone,Vodafone,UK,replied_to,1505992729750294533
109,1505992245559926792,20678384,2022-03-21T19:38:25.000Z,"@BromleyCommuter Hey Mark, hope you're well. We'd love to turn around your experience with us. Please drop us a private DM with more details of your query so that we can investigate further into it for you. Thank you.
https://t.co/zZC6gSR1Ak
Saf",Vodafone,Vodafone,UK,replied_to,1505989407916138512
110,1497264134743810053,1099514911,2022-02-25T17:36:02.000Z,@VodafoneUK @Ker_Anderson Your coverage at London Bridge station is unusable… again Might show 4G full service but nothing is getting through https://t.co/txHYfiN23d,BromleyCommuter,MarkL,Bromley,Original_tweet,Null
111,1505484294088642563,20678384,2022-03-20T10:00:00.000Z,"Use auto-correct to finish this sentence and we could surprise you with #VodafoneTreats

I’m so happy when…

#InternationalDayOfHappiness",Vodafone,Vodafone,UK,Original_tweet,Null
112,1505977090813927428,20678384,2022-03-21T18:38:12.000Z,"@uniiskillingme Hi 👋 I'm sorry to hear you're struggling to get through, we're a bit busier than usual at the moment! Unfortunately it's not something we can assist with over social media and does need to be done over the phone with our dedicated team. Amy",Vodafone,Vodafone,UK,replied_to,1505974940784336905
113,1505951503705649154,20678384,2022-03-21T16:56:32.000Z,@WheelerAw Ahh which team/drivers are you a fan of?,Vodafone,Vodafone,UK,replied_to,1505930212919418880
114,1505936609082028035,825692036657459201,2022-03-21T15:57:21.000Z,"@VodafoneUK Oh as an update, turns out the Moto G9 Play as sold by you is not compatible with Wifi Calling and your guides regarding it (after recommended/security updates) are wrong on every level.
But it also turns out that your checker and ""buy a new phone now!"" emails are wrong too.",sparkslabs_com,Michael «*»,"Manchester, England",replied_to,1505261064174415873
115,1505261064174415873,20678384,2022-03-19T19:12:58.000Z,"@sparkslabs_com The Moto G9, if purchased from Vodafone though your Vodafone account should be Wi-Fi calling compatible, even after the down grading of 3G in 2023. If you are having issues with your device, please let us know and we can discuss the options.  Des",Vodafone,Vodafone,UK,replied_to,1505252248305213456
117,1505921961129652230,20678384,2022-03-21T14:59:08.000Z,@WheelerAw Did you enjoy the race?,Vodafone,Vodafone,UK,replied_to,1505501563137236995
119,1498704627000233985,20678384,2022-03-01T17:00:02.000Z,"🌻 March PHONEtography challenge 🌻

Share a photo from your phone of a spring adventure you’ve been on and tell us why it puts a spring in your step.

We could surprise you with #VodafoneTreats 🎁 or a brand new phone📱 https://t.co/tZ84MVXVlj",Vodafone,Vodafone,UK,Original_tweet,Null
