tweet_id,user_id,created_at,tweet,username,name,location,language,tweet_type,replied_to_id,get_repliedTo_tweet_link,get_tweet_link
1510614201013657603,952506045548638208,2022-04-03T13:44:26.000Z,"@reliancejio &amp; @JioCare 
Hello sir,  I am did a payment through jiopay app used with in jio phone 1 at 17/02/2021.. but amount ₹260 was failed &amp; it still now not refund. Plzz check out the images and let me clear the problem..
And i am call jio payments care no response.. https://t.co/G5UHfUxkXT",PradeepCtb4005,பிரதீப்,"Thiruvarur, India",en,Original_tweet,Null,null,https://twitter.com/952506045548638208/status/1510614201013657603
1510613505057050627,853971815823097856,2022-04-03T13:41:40.000Z,"@JioCare Extremely poor Internet speed. Almost impossible to use Internet after noon. Quite irritating that they exalted the price but not the performance.
Pincode: 364290
City: Mahuva
Mo. 7984249026",vivekjoshi_93,Vivek Joshi,Universe,en,Original_tweet,Null,null,https://twitter.com/853971815823097856/status/1510613505057050627
1510613478431625219,154832767,2022-04-03T13:41:33.000Z,@ImAtulKansal @JioCare @reliancejio Hi Mr. Atul your team not able to resolve my complaint. Every time they called me and they are talking like robot.. If I raised any query then they unable to resolve my query and repeat same thing that my query has been resolved as a robot.,Deserveone,Sameer Kulshreshtha,"New Delhi, India",en,Original_tweet,Null,null,https://twitter.com/154832767/status/1510613478431625219
1510613187971878920,1098554731998265349,2022-04-03T13:40:24.000Z,@JioCare very very slow internet speed can't even use whatsapp properly,BoseBhagatAzadd,@$|-|\/\/@|\|¡🇮🇳,"New Delhi, India",en,Original_tweet,Null,null,https://twitter.com/1098554731998265349/status/1510613187971878920
1510612837076385798,1025330050323771392,2022-04-03T13:39:00.000Z,"@reliancejio @JioCare there's something wrong going with jio network..unable to make calls, use internet in my location which is in Assam (PIN-784507)..kindly do the needful..such inconvenience is not at all appreciable..",_pranjal_das_,Pranjal Das,India,en,Original_tweet,Null,null,https://twitter.com/1025330050323771392/status/1510612837076385798
1510612480091111429,919944609140232194,2022-04-03T13:37:35.000Z,"@JioCare @_MukeshAmbani @_MukeshAmbani 
Again discuss with CC team but not sure Engineer will come today and also for https://t.co/l1QcwGXdCw request to cancel my connection.thanks in advance.",ManojAttre,ManojAttre,"Greater Noida, India",en,replied_to,1510578887881027592,https://twitter.com/i/web/status/1510578887881027592,https://twitter.com/919944609140232194/status/1510612480091111429
1510611837192048643,1363832038210510849,2022-04-03T13:35:02.000Z,@JioCare why I always have an issue with Mc jio? Tower has been installed recently yet can't play games or watch videos online. You guys will see your tower getting blasted and slathering every jio staffs.,Blackindianarmy,John Theo,USA,en,Original_tweet,Null,null,https://twitter.com/1363832038210510849/status/1510611837192048643
1510611763892396040,48320733,2022-04-03T13:34:44.000Z,@JioCare Could you please reply to this?,hemantchhabra,Hemant Chhabra,New Delhi,en,replied_to,1510519619647250439,https://twitter.com/i/web/status/1510519619647250439,https://twitter.com/48320733/status/1510611763892396040
1510611203747618817,743377325048401920,2022-04-03T13:32:31.000Z,"@jiocare #jiofiber My home internet connection is down since 11:00 am on Sunday 3rd April 2022. After checking the status on the MyJio App, it says services are up. No luck after having restarted the device. Any ETA for the service restoration?",tweetzahh,Between the Lines,USA,en,Original_tweet,Null,null,https://twitter.com/743377325048401920/status/1510611203747618817
1510610994569302019,1003442468904361985,2022-04-03T13:31:41.000Z,@reliancejio @JioCare,Abhi_bh_mdp,Abhishek,New Delhi,und,replied_to,1510610936343953408,https://twitter.com/i/web/status/1510610936343953408,https://twitter.com/1003442468904361985/status/1510610994569302019
1510609813650427904,1150601292223406080,2022-04-03T13:27:00.000Z,"@reliancejio @JioCare @reliancegroup @RelianceMobile @RelianceDigital @_MukeshAmbani @TRAI @DoT_India @ETMarkets @ETNOWlive @BBCBusiness @_DigitalIndia @care_DIR @PMOIndia @AshwiniVaishnaw Jio 4g making Digital India with zero network coverage. 
Worst experience. 
No value https://t.co/5GiCyMUZ1y",jvjv45365400,JV jv,,en,replied_to,1510543169750188032,https://twitter.com/i/web/status/1510543169750188032,https://twitter.com/1150601292223406080/status/1510609813650427904
1510609746206031879,2415676561,2022-04-03T13:26:43.000Z,"@JioCare @reliancejio 
अब हमें ऐसा दिन देखना पड़ रहा है कि जिओ से हमे धमकी मिल रहा है आप रिचार्ज करा लो नही तो हम सिम बन्द कर देंगे ।
हमारा आज तक इंटरनेट थिक नही हुआ 
इस स्पीड पर हम रिचार्ज कराए 
और धमकी दिलाना बंद करो नही तो अब हम सिम पोर्ट करा लेंगे
और सारे लोग पोर्ट कराएंगे https://t.co/Mjno73ESzp",ajaysharma15109,ajay sharma,India,hi,Original_tweet,Null,null,https://twitter.com/2415676561/status/1510609746206031879
1510609474704199680,320093395,2022-04-03T13:25:39.000Z,@JioCare Really pissed by the way my complaint is being taken care off. As per your advised i reach out to your toll free no they want 48 hours more. Sorry I request to cancell my order and I vow not to order any thing from jiomart from today,rajeshgupta24,rajesh gupta,,en,replied_to,1510590423953121283,https://twitter.com/i/web/status/1510590423953121283,https://twitter.com/320093395/status/1510609474704199680
1510609278805049348,1462997828087648260,2022-04-03T13:24:52.000Z,@JioCare @reliancejio @MukeshAmbanima @199 @CMHelpline1076 @homeupgov @UPGovt @HMOIndia @PMOIndia @myogioffice पनवाड़ी पिन 210429 उत्तर प्रदेश जनपद महोबा में जिओ के नाम पर भारी लूट कभी नही मिलती 4g स्पीड कई बार शिकायत दर्ज कराने के बाद भी लूट पीड़ित मो 9140813338 8115151507 राहुल https://t.co/0nmuL4RF96,Hari87938825,Harisingh,India,hi,Original_tweet,Null,null,https://twitter.com/1462997828087648260/status/1510609278805049348
1510607995956502530,1355369285028347907,2022-04-03T13:19:46.000Z,"@JioCare Dear jio, your facilities are getting worse day by day. Especially in rural areas, your internet does not work at all. And I am very sad to say that in the coming few days I am leaving jio.😡",ar_saur,Saur Mishra,,en,Original_tweet,Null,null,https://twitter.com/1355369285028347907/status/1510607995956502530
1510607248284078083,103850489,2022-04-03T13:16:48.000Z,@JioCare NO0000L0L9FY,zipsmart,Humble Bee,Worldwide,ca,replied_to,1510606689200123908,https://twitter.com/i/web/status/1510606689200123908,https://twitter.com/103850489/status/1510607248284078083
1510607092788641798,66148749,2022-04-03T13:16:11.000Z,@JioCare DMed,alekhkhanna,Alekh Khanna,"New Delhi, India",en,replied_to,1510606105432395777,https://twitter.com/i/web/status/1510606105432395777,https://twitter.com/66148749/status/1510607092788641798
1510606691028865024,1924513952,2022-04-03T13:14:35.000Z,"@MukeshAmbanima @JioCare highly disappointed now, almost 1 year passed still waiting for refund. Even your managers started avoiding call now which is very disgraceful. Hope you still have certain customer values left in name of brand name.",gcgaurav15,Gaurav shukla,Delhi,en,Original_tweet,Null,null,https://twitter.com/1924513952/status/1510606691028865024
1510606473382236165,103850489,2022-04-03T13:13:43.000Z,@JioCare Paid for new jio fibre connection on 29March. Still waiting for activation. You keep changing schedule date per your convenience. Pathetic as usual,zipsmart,Humble Bee,Worldwide,en,Original_tweet,Null,null,https://twitter.com/103850489/status/1510606473382236165
1510605982757400583,102724294,2022-04-03T13:11:46.000Z,@JioCare @reliancejio Booked new connection ref# NO0000L2KD4T- Chandigarh.Paid 3 months advance but the sales person Akshay Rana doesn’t pick phone now.Been 2 days and no news if connection is feasible or not.should I get Airtel? @airtelindia #Fiber #Broadband #CustomerService,sumikap,Sumit Kapoor,"Shimla, India",en,Original_tweet,Null,null,https://twitter.com/102724294/status/1510605982757400583
1510605948099842050,1033051191347793921,2022-04-03T13:11:38.000Z,@subhan7585 @JioCare Jio Fiber can cheat only with his/her customers because they want only money business and nothing else.,Vinay69823659,Vinay Kumar Vishwakarma,"Lucknow, India",en,replied_to,1510541991284654084,https://twitter.com/i/web/status/1510541991284654084,https://twitter.com/1033051191347793921/status/1510605948099842050
1510605863764983810,881629972909228032,2022-04-03T13:11:18.000Z,"@JioCare @JioCare 

How many months it's take to get the number deactivated or sould i say how many year now? 

The number is still showing in my account",b0mbay_guy,Karan Navik,"Mumbai, India",en,replied_to,1505589500403417090,https://twitter.com/i/web/status/1505589500403417090,https://twitter.com/881629972909228032/status/1510605863764983810
1510605391348092932,1469265443336687617,2022-04-03T13:09:25.000Z,"@JioCare fir se whi shuru ho gye dm kro number, sb krke dekh liya , number se kya kroge pincode lo na pura area preshan hai tumhare network se",RazeevPatel,Isaac newton,,in,replied_to,1510319937214357504,https://twitter.com/i/web/status/1510319937214357504,https://twitter.com/1469265443336687617/status/1510605391348092932
1510604915277635593,2954856228,2022-04-03T13:07:32.000Z,"I am waiting for the last one year of your connection in my  area. May i end my expectations and move on to another one???
@reliancejio @JioCare",hemant555555555,hemant khatri,"Bikaner, India",en,Original_tweet,Null,null,https://twitter.com/2954856228/status/1510604915277635593
1510603968329658372,598185020,2022-04-03T13:03:46.000Z,@JioCare @reliancejio looks like your company has decided not to help customers,imsgolyan,Shubham Basant Golyan,"Rawatsar, India",en,Original_tweet,Null,null,https://twitter.com/598185020/status/1510603968329658372
1510603939422515216,1510598271856742409,2022-04-03T13:03:39.000Z,@JioCare RMN-8076274675,AyushMahesh555,Ayush Maheshwari,,und,replied_to,1510603642625478657,https://twitter.com/i/web/status/1510603642625478657,https://twitter.com/1510598271856742409/status/1510603939422515216
1510603564217147395,62313726,2022-04-03T13:02:10.000Z,@JioCare @reliancejio @JioCare @reliancejio @reliancegroup seriously guys even after returning my device it more than a month i don't have the refund. @shame,Anandgill,anand.kabirgill@gmail.com,,en,replied_to,1510106748572487684,https://twitter.com/i/web/status/1510106748572487684,https://twitter.com/62313726/status/1510603564217147395
1510603225208004608,1033051191347793921,2022-04-03T13:00:49.000Z,@kuchtumbolo @JioCare Change your connection coz they will give only assurance as I m getting from last six months.,Vinay69823659,Vinay Kumar Vishwakarma,"Lucknow, India",en,replied_to,1510524663381733378,https://twitter.com/i/web/status/1510524663381733378,https://twitter.com/1033051191347793921/status/1510603225208004608
1510603211404898312,1510598271856742409,2022-04-03T13:00:45.000Z,"@reliancejio @JioCare #JioFiber #jiodelhi #jioindia
I was having a fiber connection but before it's validity ends, the internet was shut down and even after complaint nothing was resolved, that forced me to make request for disconnection.",AyushMahesh555,Ayush Maheshwari,,en,Original_tweet,Null,null,https://twitter.com/1510598271856742409/status/1510603211404898312
1510602908450320388,165465692,2022-04-03T12:59:33.000Z,"@JioCare Hi 
No resolution to my request even after have DM you my details and issue of no service for 3 days continuously ! Whose going to bear the cost for losing 3 days ?? You should add 3 days extension to my account!",I_Jay_Bothra,Jay Bothra,"Delhi, India",en,replied_to,1510209175493963777,https://twitter.com/i/web/status/1510209175493963777,https://twitter.com/165465692/status/1510602908450320388
1510602897213382657,1033051191347793921,2022-04-03T12:59:30.000Z,@svdagli @reliancejio @JioCare They will give only assurance as I m getting from last six months. I was cheated from there own employees and Jio is covering only.,Vinay69823659,Vinay Kumar Vishwakarma,"Lucknow, India",en,replied_to,1510533059267149825,https://twitter.com/i/web/status/1510533059267149825,https://twitter.com/1033051191347793921/status/1510602897213382657
1510602581420445698,949248679801585664,2022-04-03T12:58:15.000Z,"@JioCare , @_MukeshAmbani , @reliancejio @JioChat @RelianceMobile  I Am Raising Complaint Again And Again But The Product Is Not Delivered Yet. I Shame You Guys.  you Guys Making Fool To Your Customer And Very Very Bad Service I Faced In My Life.",DjAkhil11,Akhilesh dubey,,en,replied_to,1509858034993938435,https://twitter.com/i/web/status/1509858034993938435,https://twitter.com/949248679801585664/status/1510602581420445698
1510602302557544452,59188093,2022-04-03T12:57:09.000Z,"@JioCare @reliancejio @JioCinema @JioChat @jio_bank HareKrishna❤️
@TRAI @upadhyaysir 
Ab phone mera hai recharge mai karawunga jab chahunga tab. #jio  said #jio2jio free rahega life time. #thepoint why u feed pre-recorded #bhashan #भाषण that your plan will expire in five days https://t.co/lTuv85I2I6",upadhyaysir,Ganesh UPADHYAY,"Mumbai, India",en,quoted,1510597881274662912,https://twitter.com/i/web/status/1510597881274662912,https://twitter.com/59188093/status/1510602302557544452
1510602243896008706,1033051191347793921,2022-04-03T12:56:55.000Z,@imshabir3 @JioCare @reliancejio They got a proper training how to play with your customers....on the basis of assurance and TRAI is doing nothing....here should be a government intervention from customer side.,Vinay69823659,Vinay Kumar Vishwakarma,"Lucknow, India",en,replied_to,1510499027279785987,https://twitter.com/i/web/status/1510499027279785987,https://twitter.com/1033051191347793921/status/1510602243896008706
1510601448555712516,247235558,2022-04-03T12:53:45.000Z,@JioCare Anyone here me or not @reliancejio,Manojsingh5,Manoj singh,"Mau, India",en,replied_to,1509801525904035841,https://twitter.com/i/web/status/1509801525904035841,https://twitter.com/247235558/status/1510601448555712516
1510601325129523205,935532649338294272,2022-04-03T12:53:16.000Z,"@JioCare @reliancejio 
Jio ka network to Vodafone se bhi kharab hai. Vodafone se jio me port kiya, lekin koi fayda nahi.",Subhash_2909,Subhash Singh,"Virar West, Mumbai",hi,Original_tweet,Null,null,https://twitter.com/935532649338294272/status/1510601325129523205
1510601038968938498,724079995820236800,2022-04-03T12:52:07.000Z,@JioCare DM sent,Adarsh_adikt4,Adarsh Srivastavaa,"New Delhi, India",en,replied_to,1510600062854115329,https://twitter.com/i/web/status/1510600062854115329,https://twitter.com/724079995820236800/status/1510601038968938498
1510601038843195394,1033051191347793921,2022-04-03T12:52:07.000Z,@Tirthra48518743 @Airtel_Presence @airtelindia @JioCare Plz don't port in Jio....they have pathetic services and customer is just for getting business only. I m suffering from last six months on assurance only.,Vinay69823659,Vinay Kumar Vishwakarma,"Lucknow, India",en,replied_to,1510516686822141954,https://twitter.com/i/web/status/1510516686822141954,https://twitter.com/1033051191347793921/status/1510601038843195394
1510600427297210375,1253840373622861824,2022-04-03T12:49:42.000Z,@JioCare @Appy_Fizzz Jio ka network barabar nahin rahata hai kripya Pratiksha Karen pin number 8472 28 Bihar,RamYatanSingh1,🚩🚩Rambabu Singh 🚩🚩,"Madhubani, India",hi,replied_to,1510597534858682379,https://twitter.com/i/web/status/1510597534858682379,https://twitter.com/1253840373622861824/status/1510600427297210375
1510600246098685953,1411535392642199553,2022-04-03T12:48:58.000Z,@JioCare My location is GURUGRAM HARYANA CHANGE MY DNS ACCORDING TO MY LOCATION,ViratCh16422552,VRISHABH,,en,Original_tweet,Null,null,https://twitter.com/1411535392642199553/status/1510600246098685953
1510599617632620546,266750513,2022-04-03T12:46:29.000Z,@JioCare Why should i pay separately for a black colored fiber wire. Have you put sub standard wire at first place?,sprinter_99,Sprinter_99,,en,replied_to,1510584825677185032,https://twitter.com/i/web/status/1510584825677185032,https://twitter.com/266750513/status/1510599617632620546
1510598951560376321,151753588,2022-04-03T12:43:50.000Z,"@ash_trailblazr @JioCare @airtelindia Dear Ashish, 

Overall its your personal opinion but these @airtelindia is also one of the biggest fraudsters. 
They deducted my balance to recharge the number even without my consent. 

Be aware.",imohitag,Dr. Mohit Agarwal,India,en,replied_to,1507528894626238464,https://twitter.com/i/web/status/1507528894626238464,https://twitter.com/151753588/status/1510598951560376321
1510598034589044746,724079995820236800,2022-04-03T12:40:11.000Z,@Airtel_Presence @JioCare extremely low network coverage in this locality. You cant you provide a Tower so that residents don't get zero network inside flat. Location is pinged,Adarsh_adikt4,Adarsh Srivastavaa,"New Delhi, India",en,Original_tweet,Null,null,https://twitter.com/724079995820236800/status/1510598034589044746
1510597881274662912,59188093,2022-04-03T12:39:35.000Z,"@JioCare @reliancejio @JioCinema @JioChat @jio_bank Hare Krishna ❤️
@TRAI @upadhyaysir 
Ab phone mera hai recharge mai karawunga jab chahunga tab. #jio  said #jio2jio free rahega life time. #thepoint why u feed pre-recorded #bhashan #भाषण that your plan will expire in five days?",upadhyaysir,Ganesh UPADHYAY,"Mumbai, India",en,Original_tweet,Null,null,https://twitter.com/59188093/status/1510597881274662912
1510597661099171843,4453516214,2022-04-03T12:38:42.000Z,"@JioCare Asad, Anuj, Sridhar

I am sure you dont have to manually go thru registers to check my account...I am sure it must be on your laptop..

Why will it take so long",Kingconsumer,Atul G,India,en,Original_tweet,Null,null,https://twitter.com/4453516214/status/1510597661099171843
1510597064304263169,307286709,2022-04-03T12:36:20.000Z,@JioCare The support engineers are lying or ghosting calls to not visit to fix the problems. This happened twice in 2 days. Your response to that was file another case. That's super helpful!!! another case no one would reply to.,Pikaynu,prateek nischal,,en,Original_tweet,Null,null,https://twitter.com/307286709/status/1510597064304263169
1510597001310007303,66148749,2022-04-03T12:36:05.000Z,@JioCare Can't seem to DM. Can you please send a direct link ?,alekhkhanna,Alekh Khanna,"New Delhi, India",en,replied_to,1510595066708262919,https://twitter.com/i/web/status/1510595066708262919,https://twitter.com/66148749/status/1510597001310007303
1510596805737660420,1141417235791011841,2022-04-03T12:35:18.000Z,"@JioCare @JioCare @reliancejio should i shift to @airtelindia , coz clearly you're not listening. i am trying for hours to contact you but there is no way to talk to a higher authority.",mrgotm15,gotm,,en,replied_to,1510530705192751106,https://twitter.com/i/web/status/1510530705192751106,https://twitter.com/1141417235791011841/status/1510596805737660420
1510596454137561088,2417339378,2022-04-03T12:33:54.000Z,"@JioCare Hi jio, let's discuss here, not in DM, to show how you treat customers and you are unaware of your system. 

You are the worst customer care service team in India as I feel. 

Don't behave like cheaters. You are India's most prominent business house. 

Keep respect for your group",rajuemba,Raju 🇮🇳,Singapore,en,replied_to,1509923990722482176,https://twitter.com/i/web/status/1509923990722482176,https://twitter.com/2417339378/status/1510596454137561088
1510595715315109893,702717210884591616,2022-04-03T12:30:58.000Z,@JioCare SIR your company appears to be doing this with millions of users so millions are leaving your company and addition of users is in AIRTEL. If this type of fleecing with customers continued than please purchase lock or digital lock and the day will come sooner.,ASHWANIAGGARW14,ASHWANI AGGARWAL,,en,replied_to,1509820953278443521,https://twitter.com/i/web/status/1509820953278443521,https://twitter.com/702717210884591616/status/1510595715315109893
1510594664176680964,218151616,2022-04-03T12:26:48.000Z,@reliancejio @JioCare Based on network speed all over India Jio on the way to become history like Reliance communications. Please convey this message to Sri Mukesh Ambani.,DKJRP,D K PANDEY,"Punerot, France",en,Original_tweet,Null,null,https://twitter.com/218151616/status/1510594664176680964
1510594268343152640,578827601,2022-04-03T12:25:13.000Z,@JioCare No reply has been received yet,shahalok01,Alok Shah,"Mumbai, India",en,replied_to,1487023178681511939,https://twitter.com/i/web/status/1487023178681511939,https://twitter.com/578827601/status/1510594268343152640
1510593964822654977,323644358,2022-04-03T12:24:01.000Z,"@JioCare Thanks @JioCare for quick reply. Hope, service also be very satisfactory.",GreenCoder_,Ravi Kant Sharma,,en,replied_to,1510426697107075072,https://twitter.com/i/web/status/1510426697107075072,https://twitter.com/323644358/status/1510593964822654977
1510592982621523975,1006653033357295616,2022-04-03T12:20:07.000Z,@JioCare Neelam please DM me..@JioCare,Paramesh_Bojan,Paramesh Bojan,"Chennai, India",en,replied_to,1510590075486498818,https://twitter.com/i/web/status/1510590075486498818,https://twitter.com/1006653033357295616/status/1510592982621523975
1510592935188115456,2780300291,2022-04-03T12:19:55.000Z,"@JioCare @reliancejio chasing from last Sunday, but no solution by the team, very poor service by care also, Just trying to fool people nothing else https://t.co/yatrTZPjT3",goelpwn,Mr. Goel,Haryana India,en,replied_to,1508128887456559104,https://twitter.com/i/web/status/1508128887456559104,https://twitter.com/2780300291/status/1510592935188115456
1510592682183127040,780753365634428929,2022-04-03T12:18:55.000Z,@JioCare I am using jio fibre with no 9649798208 i am not able to acees internet from 4 days and when i booked a engineers visit it is being regularly rescheduled every time from 2 days but no one visited is this kind of service you provide i want my wifi repaired today itself. https://t.co/9nHXsKuuAx,ashishdagar70,Ashish Dagar,"Rajasthan, India",en,Original_tweet,Null,null,https://twitter.com/780753365634428929/status/1510592682183127040
1510592289122693123,1000338721428783104,2022-04-03T12:17:21.000Z,@JioCare 1 month is not enough time to resolve my issue or u need atleast 10 years ?,imshabir3,cryptojack.bit,,en,replied_to,1510587274068901893,https://twitter.com/i/web/status/1510587274068901893,https://twitter.com/1000338721428783104/status/1510592289122693123
1510590602856984577,759440325689675777,2022-04-03T12:10:39.000Z,@JioCare 🙄🙄🙄,GULSHAN_1239,गुलशन कश्यप🇮🇳,"Gurgaon, India",und,replied_to,1510578044171603968,https://twitter.com/i/web/status/1510578044171603968,https://twitter.com/759440325689675777/status/1510590602856984577
1510590328356884495,4453516214,2022-04-03T12:09:34.000Z,"@JioCare Anuj, pLEASE EXPLAIN hOW soon IS YOUR SOON ?
nEXT DAY, NEXT WEEK, NEXT MONTH, NEXT YEAR?",Kingconsumer,Atul G,India,en,Original_tweet,Null,null,https://twitter.com/4453516214/status/1510590328356884495
1510590101054656514,2543342250,2022-04-03T12:08:40.000Z,@JioCare Hi there! I received Rs. 1000/- what about the remaining Rs. 500/- which sums up to the total amount of Rs. 1500/-. Please can you let me know why the remainder Rs.500/- has not been transferred??? @DoT_India @reliancejio @JioCare,bojwni_hiteash,Hiteash Bojwni,"Pune, India",en,replied_to,1510224257468416000,https://twitter.com/i/web/status/1510224257468416000,https://twitter.com/2543342250/status/1510590101054656514
1510589858485399552,990587276244566017,2022-04-03T12:07:42.000Z,@JioCare I am not receiving network everywhere.. it's quite disappointing even I msg you in private msg but still no response,AvinaashChaura1,Avinaash Chaurasia,"Mumbai, India",en,Original_tweet,Null,null,https://twitter.com/990587276244566017/status/1510589858485399552
1510589834582118405,197274994,2022-04-03T12:07:36.000Z,@trai why is @ViVodaidea forcing customers to with monthly plans to just portout. Why it's not following orders issued by trai in this regard. I wish to post to @JioCare,ManishVhs,Manish #VHS,"mumbai,maharashtra",en,Original_tweet,Null,null,https://twitter.com/197274994/status/1510589834582118405
1510589525755527171,1006653033357295616,2022-04-03T12:06:22.000Z,@Airtel_Presence Uff..never trust airtel in ur life..I am asked to clear pending dues and then I can unbundle and come out from airtel. #airtel @JioCare Jio please dm me for new service request,Paramesh_Bojan,Paramesh Bojan,"Chennai, India",en,replied_to,1510517439540645889,https://twitter.com/i/web/status/1510517439540645889,https://twitter.com/1006653033357295616/status/1510589525755527171
1510589500937826309,1199028085837819904,2022-04-03T12:06:17.000Z,@JioCare My mob. no. 7972268427 internet has gone in few minutes without using it kindly reply...,Radhika58907068,Radhika Rathi,,en,Original_tweet,Null,null,https://twitter.com/1199028085837819904/status/1510589500937826309
1510588037780377604,408633424,2022-04-03T12:00:28.000Z,Jio also having same issues bro @JioCare  no one is helping on my network issue https://t.co/QVyW9AYs6B,vamcykittu,vamcykittu,hyderabad,en,quoted,1510516686822141954,https://twitter.com/i/web/status/1510516686822141954,https://twitter.com/408633424/status/1510588037780377604
1510587552168050692,4280434633,2022-04-03T11:58:32.000Z,@JioCare still no reply @reliancejio @jagograhakjago https://t.co/hm5EAdrn0o,ParvAIR,PARV,"Hyderabad, India",en,quoted,1510317907045015552,https://twitter.com/i/web/status/1510317907045015552,https://twitter.com/4280434633/status/1510587552168050692
1510587448291917829,1210609691987824640,2022-04-03T11:58:07.000Z,@JioCare @reliancejio @TRAI i ahd installed jio fiber today itself and after 2 hour it is not working .what happen #Jiodown,Shubham62614759,Shubham,,en,Original_tweet,Null,null,https://twitter.com/1210609691987824640/status/1510587448291917829
1510586828730286080,1940447192,2022-04-03T11:55:39.000Z,"@ViCustomerCare ,@JioCare ,@Airtel_Presence
Vi is keep looting , imposing charges which were not used ,tired to get adjustment every month want to move away",DIMPI24555508,DIMPI,,en,Original_tweet,Null,null,https://twitter.com/1940447192/status/1510586828730286080
1510586556515782656,550302604,2022-04-03T11:54:35.000Z,@airtelindia @Airtel_Presence @TRAI dear airtel can olease explain when i do recharge the plan was showing 2gb per day in 299 ₹ but when its done i got msg of 1.5 gb per day only? Which kind fraud is this? Should i re port to Jio @JioCare https://t.co/QmGaAfCGLY,Mahipatkaran,Mahi Ra_Thor,"Jodhpur, India",en,Original_tweet,Null,null,https://twitter.com/550302604/status/1510586556515782656
1510586536802193411,1204989567989772288,2022-04-03T11:54:30.000Z,@JioCare @Tirthra48518743 गली गली में शोर है @reliancejio चोर है।,MyIndiaRising,SAFEindia🇮🇳🇮🇳,,hi,replied_to,1510583963709968384,https://twitter.com/i/web/status/1510583963709968384,https://twitter.com/1204989567989772288/status/1510586536802193411
