tweet_id,user_id,created_at,tweet,username,name,location
1505554928814723072,70648118,2022-03-20T14:40:41.000Z,@VodafoneUK I'm so happy when spring springs and the sun shines ☀️🥰 #InternationalDayOfHappiness https://t.co/I8ye8KRHTA,mrs_meep,mrs_meep,
1505553764249395208,39044484,2022-03-20T14:36:03.000Z,@VodafoneUK Hunting for a lost city in the Philippines,GillybeansH,Gillian Hitchen,England
1505553064920555520,1306881801575686146,2022-03-20T14:33:17.000Z,"@VodafoneUK I'm so happy when you have a great patio 
🪴🌷🌺🌿🌼 #InternationalDayOfHappiness #VodafoneTreats",Michelle_C_123,Michelle 🕊️☮️,"Tyne and Wear, England"
1505552057700397058,20985858,2022-03-20T14:29:17.000Z,@VodafoneUK I'm so happy when the sky is blue and the sun is here #InternationalDayOfHappiness,miichamontaz,miicha m,"Scotland, United Kingdom"
1505551927802802178,2742943009,2022-03-20T14:28:46.000Z,@VodafoneUK I'm so happy when I have a handful of people who have been taken in September 2021 🤔🤔,fur_khanda,furkhanda haxton,Bonnie Scotland
1505545124566249481,273134199,2022-03-20T14:01:44.000Z,@VodafoneUK #VodafoneTreats I’m so happy when I have time you will be happy,Zoey_d1,Zoey Deacon,leicester
1505544424289411077,293178472,2022-03-20T13:58:57.000Z,"@VodafoneUK I'm so happy when I get a lovely roast dinner on a Sunday🤣
#VodafoneTreats",rickyh80,RickyGallagherHarris,
1505541598679080964,76942119,2022-03-20T13:47:43.000Z,"@VodafoneUK I'm so happy when you have time to get something else from school tomorrow morning and tomorrow morning and tomorrow morning.
🤔😂",grex9101,grex9101,"Hell, MI"
1505539636067979264,829689102,2022-03-20T13:39:55.000Z,@VodafoneUK I’m so happy when I get my food 🤤#InternationalDayOfHappiness #VodafoneTreats,Joe_Roscoe,Joe Roscoe,"Preston | Manchester, UK"
1505538747701604352,160192939,2022-03-20T13:36:23.000Z,@VodafoneUK I’m so happy with my family.,PHC419,Dave Milne,"anywhere, but here"
1505538706815467520,852261196837380098,2022-03-20T13:36:13.000Z,@VodafoneUK #VodafoneTreats I'm so happy when I have been asked to leave the office for the week and the team are working,illymus,Illy Mus 💙,
1505537675549458438,3431435331,2022-03-20T13:32:08.000Z,@VodafoneUK I don’t think it will happen again!,Darrenjs68,Darren,"South West, England"
1505537627222650880,2517236098,2022-03-20T13:31:56.000Z,@VodafoneUK I’m so happy when you are home 😊,thatsgoodgravy,kate chambers #gotyourbacknhs,"London, England"
1505537544116744196,773592924554657792,2022-03-20T13:31:36.000Z,@VodafoneUK I'm so happy when you said you were a bit of a meltdown with dad last week and I hope you're okay and having a good time away from the book of the day Wendy believes that we have a deal for the weekend cause its been a couple of weeks since we last heard from you so,jstphotos,Jake Taylor,Essex
1505536289868857349,1355122282268655617,2022-03-20T13:26:37.000Z,@VodafoneUK I’m so happy when I have to go back home #InternationalDayOfHappiness,MaisieMummy2,Mummy2Maisie,
1505536087078359047,132565212,2022-03-20T13:25:49.000Z,@VodafoneUK I’m so happy when you are home #VodafoneTreats #InternationalDayOfHappiness,tinkerbull3110,sarah tinker,
1505532738438316038,28638806,2022-03-20T13:12:30.000Z,@VodafoneUK I’m so happy when you are my best to have a great time with. #VodafoneTreats,Leah_The_Zebra,Leah The Zebra 🎭🦓,"Bristol, UK"
1505532509802610688,989514860261203969,2022-03-20T13:11:36.000Z,"@VodafoneUK I'm so happy when you get a chance to check in the morning and then we'll be in touch with you and your family 😂
#InternationalDayOfHappiness #VodafoneTreats",NameIsRichard,Richard,"England, United Kingdom"
1505532020851625984,1244063115630858241,2022-03-20T13:09:39.000Z,@VodafoneUK Maybe edit this and change auto correct to predict,yuill_r,Brian Yuill,"Glasgow, Scotland"
1505531665854128131,889409698620985344,2022-03-20T13:08:15.000Z,@VodafoneUK I'm so happy when you get back from a very long weekend,The1stkidsnova,Kelly Whitlam,"East Midlands, England"
1505528459514286089,76747157,2022-03-20T12:55:30.000Z,@VodafoneUK I’m so happy when you’re ready to go for the walk in a park and then we can go see a movie 🍿 #InternationalDayOfHappiness,misssamc,Samantha Coles,"Wales, United Kingdom"
1505526988013981696,803266874549137408,2022-03-20T12:49:39.000Z,@VodafoneUK I realise Tesco mobile are offering the same priced tariff for the same amount of months but with 5x the amount of data 😍 (and I've been with Vodafone for 17 years...),jamrobertso,Jamie Robertson,"England, United Kingdom"
1505525693534322690,2968029167,2022-03-20T12:44:31.000Z,@VodafoneUK I'm so happy when you get back from a couple more weeks away and I'm just so tired you don't want me know what they say they don't want me #Vodaphonetreats,jschapman4,Joy Chapman,"Spalding, England"
1505524533922521099,2316931869,2022-03-20T12:39:54.000Z,@VodafoneUK I’m so happy when you are here for me 🤣🤣,clarepe007,Clare Payne,
1505523096765227013,937232965196795904,2022-03-20T12:34:12.000Z,"@VodafoneUK I'm so happy when I have never played with the s20's in the last couple of years....
#VodafoneTreats",BarryJohnWilli3,Darth Fluff 🏴󠁧󠁢󠁷󠁬󠁳󠁿🇺🇦,"Wales, United Kingdom"
1505523060484579339,70805270,2022-03-20T12:34:03.000Z,@VodafoneUK I'm so happy when I get a chance to share with you and your family and friends for a while to get the latest flash player is required for video playback is unavailable right now because this video is not available on this device is not available on this device is not available on,naughtyrob0t,Naughtyrobot,naughtyrobott@gmail.com
1505522000571338753,211662593,2022-03-20T12:29:50.000Z,@VodafoneUK I'm so happy when you are all alone in a bid for a new orchestra.,hljwest,Hannah West 💙,Herefordshire
1505521806303707139,279201546,2022-03-20T12:29:04.000Z,@VodafoneUK When I actually get a signal!!,anthonyjpierce,Anthony Pierce,
1505521443509051405,827646397,2022-03-20T12:27:38.000Z,"@VodafoneUK #VodafoneTreats

I’m so happy when I have a new phone and I love you 😍 

#InternationalDayOfHappiness",kloubear88,Kirsty Lou,"Chesterfield, England"
1505519976400277511,907810153,2022-03-20T12:21:48.000Z,@VodafoneUK I’m so happy when I get home and I don’t have to do anything #VodafoneTreats,sarahc1986,Sarah Charnock,Wigan
1505519896721084421,1118969672454615041,2022-03-20T12:21:29.000Z,@VodafoneUK I’m so happy when you are home and I will be able to help you with the kids #VodafoneTreats #InternationalDayOfHappiness,JayDogUFC,UFCJayDog,United Kingdom
1505519800348549126,249545535,2022-03-20T12:21:06.000Z,@VodafoneUK I’m so happy when… you are home safe!,ShandyMandys,Shandy Mandy,Dahn Sarf. UK
1505519586631892992,2487236884,2022-03-20T12:20:15.000Z,@VodafoneUK I'm so happy when you say you don't like football,KellyShaw31,Kelly #teamlegend/#teamyounglives shaw,here there and everywhere 👽📻
1505519298055393288,2831643698,2022-03-20T12:19:06.000Z,"@VodafoneUK …I saw your face ❤️ 
#InternationalDayOfHappiness https://t.co/OroIWNHwH7",swimforce01,Michael ✈️🌴😎🏊🏻‍♂️,London/Miami 
1505518358384553987,2831832240,2022-03-20T12:15:22.000Z,"@VodafoneUK I’m so happy when the sun shines bright, it makes me happy. ☀️😎 #InternationalDayOfHappiness",Builtough,Grant,"London, England"
1505517773983821825,57285142,2022-03-20T12:13:03.000Z,"@VodafoneUK Just wanted to say thank you to Customer Services, amazing personal experience and chose to commit for another 24 months. Thank you.",SundipKainth,Sundip Kainth,
1505517345116143621,64056880,2022-03-20T12:11:20.000Z,@VodafoneUK the birds visit the garden #InternationalHappinessDay https://t.co/2YpgCmiJzD,clarateddy,Juliette 💕,London
1505517187762737153,2842548803,2022-03-20T12:10:43.000Z,@VodafoneUK I’m so happy when you get a moment thank goodness I will need you too lol #VodafoneTreats #InternationalDayOfHappiness,BirdNerdSophie,Sophie Barnett 🦜,"Hertfordshire, UK"
1505517068204060674,922044476,2022-03-20T12:10:14.000Z,@VodafoneUK I'm so happy when you have read your emails 😅,thompsonjack18,Jack Thompson,"North West, England"
1505516246065942530,275970391,2022-03-20T12:06:58.000Z,"@VodafoneUK I’m so happy when I get home 

#InternationalDayOfHappiness",daisyhands_95,Daisy,
1505515343548141571,66480461,2022-03-20T12:03:23.000Z,@VodafoneUK I’m so happy when I get to the point where I am so happy!,essievessey,Estelle Vessey 💙🥳😍🙏✈️,St Leonards on Sea
1505515065365213187,437754276,2022-03-20T12:02:17.000Z,"@VodafoneUK I’m so happy when you are home and you can get it to work on the time and you have a great time 

😆 turned predictive text on especially for this!",Therealspubble,Kirsty O,"Ipswich, Suffolk"
1505514789673615363,54736293,2022-03-20T12:01:11.000Z,@VodafoneUK I’m so happy when you’re in your car lol 😂,elcloak,🇬🇧 Jonny Dawes 🇺🇦,"Gloucester, England"
1505514738616307720,744457379224391680,2022-03-20T12:00:59.000Z,@VodafoneUK Surprise me with #VodafoneTreats,Eagereaderr,rl,
1505514346713079817,1216289377544032257,2022-03-20T11:59:26.000Z,@VodafoneUK The sun shines #VodafoneTreats #InternationalDayOfHappiness,Paul19RedTitles,Paul,"Liverpool, England"
1505514257248657408,20391803,2022-03-20T11:59:04.000Z,@VodafoneUK I’M so happy when you get back into the park and we will see how much we love and miss everyone…. https://t.co/eBHAHqk4df,marktimmins,Mark Timmins,"Galashiels, Scottish Borders"
1505513685942517764,837271780003885056,2022-03-20T11:56:48.000Z,"@VodafoneUK I’m so happy when you are home safe and sound and relaxing 😂

#InternationalDayOfHappiness",countluckula,ᒪeigh,United Kingdom
1505513499337891844,103375178,2022-03-20T11:56:03.000Z,@VodafoneUK I’m so happy when … I’m not going anywhere else but I’m going on the phone and I’m watching Netflix #VodafoneTreats #InternationalDayOfHappiness,LadyAngelaT,LadyT,"Edinburgh, Scotland"
1505513127198265345,1498592812064980992,2022-03-20T11:54:35.000Z,@VodafoneUK I’m so happy when I see me dog Chester face especially when I get a treat 💕🐶 #VodafoneTreats,Anagram_60,Margate 📚 🌈 🍀,"North East, England"
1505512672099450881,28327880,2022-03-20T11:52:46.000Z,@VodafoneUK I’m so happy when you’re in a rush and I just need a break and I’ll be there for a few hours so I’ll be home by later on Friday if I need anything else I need you for dinner and I love my day and you guys too and I’ll be happy for today too good for me and I’ll let her be happy,s_hambles,Sam (@🏡),"England, United Kingdom"
1505512506751655940,4375618277,2022-03-20T11:52:07.000Z,"@VodafoneUK The world isn't messed up, and people are at peace with each other.

And United lose.",kippaxmcfc1,Antony .🤟🇺🇦,"Manchester, England"
1505512333950529536,2470801,2022-03-20T11:51:26.000Z,@VodafoneUK I’m so happy when you are in the sun lol I just hope you’re having fun and I love it #InternationalDayOfHappiness,roblawton,Rob Lawton,"Preston, UK"
1505512299070640130,37512310,2022-03-20T11:51:17.000Z,"@VodafoneUK I'm so happy when I get a chance to look at the moment so I can help you with the phone

Haha. I kept smashing the middle word 🤣 #VodafoneTreats",wickdaman,Richard Conway,"Suffolk, England"
1505512069692600321,37743168,2022-03-20T11:50:23.000Z,@SaulPampson @VodafoneUK He looks like a really good dog,NC3FXX,Jordan Ashley,Views My Own
1505511718495076354,27604253,2022-03-20T11:48:59.000Z,@VodafoneUK I’m so happy when I get home from work and I have to have a meeting at the park,tiamilodolly,Dawn Spooner,
1505511218051756034,3300227489,2022-03-20T11:47:00.000Z,@VodafoneUK I’m so happy when you are home,CharlieOhara4,Charlstarking16,
1505510614059393024,973229336529723394,2022-03-20T11:44:36.000Z,"@VodafoneUK I’m so happy when I have a new phone and I’ll be back at the park later this afternoon and then I can have my dinner at the park and then we will have a drink for a bit more of the night before we head back home
😂😂😂 Sounds pretty good to me 📱🌳🍽🍻🏡",SueMarsden16,Sue Marsden 💙,
1505509743489687553,292626376,2022-03-20T11:41:08.000Z,@VodafoneUK I'm so happy whenever I have adana with you for the long weekend about the new job I can get the money from the shop in a row with my account details so I have adana the amount I can get it for you xxx,bentyeboom,Ben Tye,Sunderland
1505508899549585409,62009956,2022-03-20T11:37:47.000Z,@VodafoneUK I’m so happy when I collect my @O2 rewards! 😁😇,chris_greenf,Chris Greenfield,"Norwich, UK"
1505508446434639872,898845021738237953,2022-03-20T11:35:59.000Z,"@VodafoneUK I'm so happy when I have a parcel to collect 😂😂😂

#InternationalDayOfHappiness",TheOnlyAlisonL,Alison,Yorkshire 
1505508237751336963,30891441,2022-03-20T11:35:09.000Z,@VodafoneUK I’m so happy when you’re done and you have to do it all the way. 🤣 #VodafoneTreats,TigOfTheDump,Tig,Derby UK
1505507861299974147,1295874924,2022-03-20T11:33:39.000Z,@VodafoneUK I am so happy when I have more time to look after my family together.,nomiasg,noman asghar,"Burnley, England"
1505507827468677127,348528323,2022-03-20T11:33:31.000Z,@VodafoneUK I’m so happy when I receive a #VodafoneTreat #InternationalDayOfHappiness,DarrenBarnard1,DazRB1878,
1505507663446265861,42200662,2022-03-20T11:32:52.000Z,@VodafoneUK I’m so happy when I have a look at the moment and I will look into the other day and get back to you on the beak of the course all next week too as I am currently working on the project so I will be back on Tuesday and Tuesday next week for the rest of the week and the rest,itsjasonwhite,ⒿⓌ,London UK
1505506718888992768,4859336085,2022-03-20T11:29:07.000Z,@VodafoneUK I'm so happy when we get drunk,ShaunboiOrigins,Ferguson x,Yer maw
1505505641833672707,288924330,2022-03-20T11:24:50.000Z,@VodafoneUK I'm so happy when I have kittens on the roundabout to work and they all give out free merchandise 😆😂🤣😆😂🤣 #VodafoneTreats 🎁📲🎉 #InternationalDayOfHappiness 😊😘❤,Ladysarahlondon,Sarah,
1505505627233308673,882464576834555904,2022-03-20T11:24:47.000Z,@VodafoneUK I’m so happy when the Sun is shining and the sky is blue #InternationalDayOfHappiness. #VodafoneTreats https://t.co/5h28rkZ0Xi,Bobblebaggins,jackie graham,Yorkshire and The Humber
1505505490029133824,742523720,2022-03-20T11:24:14.000Z,@VodafoneUK I can test negative and leave the house in this gorgeous weather🦠🌞,wiltshiregal,Sarah 😍💕,UK
1505505273716391939,929030738258907138,2022-03-20T11:23:22.000Z,@VodafoneUK I'm so happy when you say that I am a mum #VodafoneTreats #InternationalDayOfHappiness,MaximumEffort74,Amber Baxter,"Nottingham, England"
1505504399728291846,321618925,2022-03-20T11:19:54.000Z,"@VodafoneUK signed up for Vodafone broadband. Had email confirming installation date of 15/3/22 and activation date of 16th. Had the 15 off work but no one turned up. they turned up on the 16th just as my wife was supposed to be going to work, which made her very late. Bad start",Gasman_Nigel,Nigel,Cannock
1505504279322374146,1042355493165981701,2022-03-20T11:19:25.000Z,@VodafoneUK I'm so happy when I get a chance to be a good time to put the best way to get the latest flash player,DarylBa80978708,Daryl Bailey,
1505504027714498563,24059279,2022-03-20T11:18:25.000Z,@VodafoneUK I’m so happy when I get home from work and I will have my phone back #VodafoneTreats,rjpsimpson,Richard Simpson,West Yorkshire
1505503978167091206,115380868,2022-03-20T11:18:13.000Z,@VodafoneUK I’m so happy when you get home and we can get some rest and enjoy the rest of the day.,theboytravell,Chris travell,
1505503802824273924,744922425834496000,2022-03-20T11:17:32.000Z,"@VodafoneUK I'm so happy when you get a chance to go to the same time?

Okay auto correct...sounds like back to the future does that 😂",elliot_stoney56,Elliot Stoney,"Bradford, England"
1505502189246160897,296647469,2022-03-20T11:11:07.000Z,@VodafoneUK I'm so happy that after more than 2 decades with @VodafoneUK I'm moving both numbers to @SkyUK who offer better value and not try to increase monthly cost by 80% at renewal (yes EIGHTY PERCENT!) - such recognition by VF for loyalty.......,emelschwartz,emeles: wheres my Blue Tick?🏴󠁧󠁢󠁷󠁬󠁳󠁿🇬🇧🇪🇺,"United Kingdom, Europe."
1505501563137236995,368256015,2022-03-20T11:08:38.000Z,@VodafoneUK F1 is on,WheelerAw,Andrew Wheeler,"ÜT: 52.046677,-0.787004"
1505500849715523591,1019174869,2022-03-20T11:05:48.000Z,"@VodafoneUK I'm so happy when you are free to come to the wedding and I hope you enjoy it.

#InternationalDayOfHappiness",GingerMartian,Lucy Tempest,[Redacted]
1505500484592967682,88241952,2022-03-20T11:04:21.000Z,"@VodafoneUK I'm so happy when you are free to come to the office.

#InternationalDayOfHappiness

Erm...",Tyw77,Thu Win,"Here, there, everywhere"
1505500460207255553,1726523294,2022-03-20T11:04:15.000Z,@VodafoneUK Vodafone send me treats! 😁,KwiecienChris,chris kwiecien,"Malvern Wells, England"
1505500224042770432,2248659376,2022-03-20T11:03:18.000Z,@VodafoneUK i got this text as i’m in amsterdam yet my phone does not work at all https://t.co/wTCZruYtFn,BransbyLeah,leah,NCL/END -she/her
1505499404131868673,114477762,2022-03-20T11:00:03.000Z,@VodafoneUK I'm so happy when I get a chance to call you later today or tomorrow in the office x,jjaykayy,YouTube channel: JKaysCorner,
1505499268815204356,830323261053472769,2022-03-20T10:59:31.000Z,@VodafoneUK I am so happy when we get there and then we have a good time together #InternationalDayOfHappiness  #vodafonetreats,Princess_Debz,Princess Debz,"London, England"
1505498563178074114,2248659376,2022-03-20T10:56:42.000Z,@VodafoneUK hello i need help pls,BransbyLeah,leah,NCL/END -she/her
1505498291378823175,246430346,2022-03-20T10:55:38.000Z,@VodafoneUK I’m so happy when you are here so you have your own room to clean up #VodafoneTreats 😂 #InternationalDayOfHappiness,tdeacon23,🌺🌻Tina Deacon🌻🌺,kent England
1505498283875131395,15150731,2022-03-20T10:55:36.000Z,@VodafoneUK Am I able to purchase an unlimited xtra plan for 30 days? Or does it have to be a minimum contract??,Roxannabelle,Rox;;️,Pill/Bristol/Manchester
1505497893792370689,2174139173,2022-03-20T10:54:03.000Z,@VodafoneUK I’m so happy when the sun is out,Harrison11Susan,Susan Harrison,hartlepool
1505497069238329344,574059465,2022-03-20T10:50:46.000Z,@VodafoneUK I'm so happy when the sun shines....,patriciarreade,Trish Reade 🌹🌼🐱🐞🐾,Yorkshire 
1505496671400210434,473351782,2022-03-20T10:49:11.000Z,"@VodafoneUK I’m so happy when you are home relaxing 😎 

#InternationalDayOfHappiness",emmajones2324,Emma “Ledge” Jones,Burton upon Trent 
1505496574163668994,3882672035,2022-03-20T10:48:48.000Z,"@VodafoneUK I'm so happy when you are definitely back to me sooner and we have chosen a newer one for the use of Haig's Battle.

Oh!!! Maybe Military History is all I talk about! 😉🤭

#VodafoneTreats #InternationalDayOfHappiness",SusieRother,Susie,England
1505496471034019840,19648966,2022-03-20T10:48:24.000Z,@VodafoneUK I’m so happy when I get home lol lol I love you buddy #vodafonetreats,dazzmiller,Darren Miller,"East Kilbride, Scotland"
1505495820799459329,18634145,2022-03-20T10:45:49.000Z,@VodafoneUK I’m so happy when they get back from their job so we will see how much they have to pay for their own food #vodafonetreats,JulieMillar,Julie Millar 😊🌹🤩🌻🌼,"Overton, Hampshire"
1505495795629449219,276705896,2022-03-20T10:45:43.000Z,@VodafoneUK I’m so happy when you are home now too so I don’t have time to get back home until tomorrow morning #HomeIsMyHappyPlace #InternationalDayOfHappiness #VodafoneTreats 🏡 🥰,LinzieP17,💫🤍 Linzie P 🤍💫,Birmingham
1505495564808503298,486747880,2022-03-20T10:44:48.000Z,"@VodafoneUK I'm so happy when the State-funded boom spectacularly ends. 
🤣🤣
#InternationalDayOfHappiness",LewHolmes81,Lew,Old England
1505495350311895046,474892987,2022-03-20T10:43:56.000Z,"@VodafoneUK I’m so happy when you are here and we are not getting involved with this situation. 

Deep!

#InternationalDayOfHappiness",JoelG_88,Joel Gleicher,
1505494833695182852,917142930661441537,2022-03-20T10:41:53.000Z,"@VodafoneUK I'm so happy when I have a feeling of being a bit of a night owl like me and I love it.
#VodafoneTreats",Shizzamftw,Shizzamy,Scotland
1505494808852414468,41996381,2022-03-20T10:41:47.000Z,"@VodafoneUK #InternationalDayOfHappiness #vodafonetreats
I'm so happy when I have a client who was a RA in a legal dept.",vivi74uk,Amanda Roe,UK
1505494660663414785,1097626764531154945,2022-03-20T10:41:12.000Z,@VodafoneUK I'm so happy when you are interested in the future please can you send me the details. #VodafoneTreats #InternationalDayOfHappiness,choudryhusain,Husain Choudry,"Leeds, England"
1505494658151030786,116560604,2022-03-20T10:41:11.000Z,@VodafoneUK I’m so happy when you are in your room to help us with a lovely time and relax your beautiful smile 😂😂😂😂😂,spiceblackford,lucy 🇺🇦,
1505494408682262529,34129772,2022-03-20T10:40:12.000Z,@VodafoneUK I'm so happy when you are busy 😅,_AliSufyan,Ali علی,United Kingdom
1505494320056606728,341597006,2022-03-20T10:39:51.000Z,@VodafoneUK I'm so happy when you are not going to be able to get the best diet 😟,GersPunk,Col WATP," ,Dumfries Scotland."
1505494212757921794,24273335,2022-03-20T10:39:25.000Z,@VodafoneUK ....I have checked through all my family and they are very much looking forward to trying the anal 🤦‍♀️😳 #VodafoneTreats #InternationalDayOfHappiness,gothgirlgone,GothGirlGoneWild,
1505494203308122114,751082826,2022-03-20T10:39:23.000Z,@VodafoneUK #InternationalDayOfHappiness #VodafoneTreats ...the sun is shining 🌞,BeeRummie,PaulP,Northampton
1505493132296785922,350415592,2022-03-20T10:35:08.000Z,@VodafoneUK I'm so happy when you are not racing anymore #vodafonetreats,LuckyLondonLou,Louisa,London
1505493087363207169,22173832,2022-03-20T10:34:57.000Z,@VodafoneUK I’m so happy when you are all ready for your birthday to come to see me #vodafonetreats,KatieVGingell,💃🏻 Katie Gingell 💃🏻,"Bristol, England"
1505492816906145806,318971987,2022-03-20T10:33:52.000Z,"@VodafoneUK I'm so happy when you say you love me so much more than you want me to start with ❤️
#InternationalDayOfHappiness",amylegan2877,amy,", south wales"
1505492802138001408,1924828302,2022-03-20T10:33:49.000Z,@VodafoneUK I’m so happy when you are in the church with your kids all day and we will need you for church tomorrow xx 🤷🏽‍♀️,laurenp1981,Lauren,
1505492755845369856,847149892887855105,2022-03-20T10:33:38.000Z,@VodafoneUK I'm so happy when you get the most out of your way to the best of my knowledge 💁‍♀️ #InternationalDayOfHappiness! Happy IDOH Vodafone Social team 👏🏻,Etha0011,Ethan,
1505492639138914307,2790781407,2022-03-20T10:33:10.000Z,@VodafoneUK I'm so happy when you say you love me,flash4320,TONY BENNETT,
1505492558532730884,815291636,2022-03-20T10:32:51.000Z,"@VodafoneUK I'm so happy when I have seen the last few years of the possibility of having a good weekend On the road and the information it contains may be of benefit to the relaxation

#VodafoneTreats #InternationalDayOfHappiness https://t.co/8qkCGJ0uKU",AbbyAldi,Abby Aldi,
1505492465566035971,21019619,2022-03-20T10:32:29.000Z,"@VodafoneUK I’m so happy when you are home safe and sound and you will be able to come back in time for your order and your flight to work today 
#VodafoneTreats #InternationalDayOfHappiness",dperry83,Daniel Perehovsky 🇪🇺🇬🇧🇺🇦,"Stoke-on-Trent, England"
1505492196207824898,15150731,2022-03-20T10:31:24.000Z,@VodafoneUK I’ve got a mobile router with a voda sim. But my main provider for my mobile is Three who can’t help me with data at the moment - they recommend spending my whole time on airplane mode and using WiFi where possible.,Roxannabelle,Rox;;️,Pill/Bristol/Manchester
1505492107783548934,384560112,2022-03-20T10:31:03.000Z,@VodafoneUK I’m so happy when you are home so you don’t need me too much lol I love it too much and I’ll be fine too,GeorgeCowan,Britishgamerni 🇬🇧🏳️‍🌈,"Newtownards, United Kingdom"
1505491971233755141,240311587,2022-03-20T10:30:31.000Z,@VodafoneUK I’m so happy when you are home and I have not heard back yet but I’m still not able too as soon as I can hear it all 😂😂😂😂 #InternationalDayOfHappiness #vodafonetreats,craggleprice,Craig Price,
1505491786415939586,1091000547744854018,2022-03-20T10:29:47.000Z,@VodafoneUK I’m so happy when you get home from work #InternationalDayOfHappiness,scotsbint,margaret dixon,west midlands
1505491761967337477,1710302744,2022-03-20T10:29:41.000Z,@VodafoneUK I'm so happy when I wake up to see Vodafone have put up a new post on twitter #IinternationalDayOfHappiness,krisc334,Kris Conway,in the mind 
1505491434379661314,153018215,2022-03-20T10:28:23.000Z,@VodafoneUK I’m so happy when you’re ready for church?!?!?! Last time I was in a church was at my wedding… 7 years ago!!! I don’t like this game… #VodafoneTreats,Growlingadam,Adam,
1505491303525761029,394213778,2022-03-20T10:27:52.000Z,@VodafoneUK I’m so happy when you are home now and again for all the good news that you are doing well with your family merry Christmas Eve happy belated birthday buddy 👍🏻,Flixo84,Mark Fielden,Shrewsbury
1505491255152812037,886999419840851969,2022-03-20T10:27:40.000Z,@VodafoneUK I’m so happy when Vodafone give me treats,EK1GamingTV,EK1,"Coventry, England"
1505490608496033798,163038230,2022-03-20T10:25:06.000Z,@VodafoneUK I’m so happy when I have to leave work and I get a hug off my partner,ChazBrowder,Chaz Browder ValorLV50UK,United Kingdom
1505490598068994050,79251872,2022-03-20T10:25:03.000Z,"@VodafoneUK I'm so happy when we have seen the snow again.

PURE LIES! Bring on the sun 😅 #VodafoneTreats",Laura0815,Laura Cunningham,"Telford, England"
1505490449145942018,28402053,2022-03-20T10:24:28.000Z,@VodafoneUK I’m so happy when you are home with me #VodafoneTreats #InternationalDayOfHappiness,stratsislaw,Strats,"i am here, where are you?"
1505490259945181185,563198178,2022-03-20T10:23:43.000Z,@VodafoneUK I’m so happy when I’m done with the day and the next few weeks I’m going back to the beach,597Andy,Andy Wilson 🇺🇦,
1505489785925873666,15150731,2022-03-20T10:21:50.000Z,@VodafoneUK do you guys have any roaming coverage in Kenya on a sim only plan? Going for 10 days early April and I don’t fancy paying through the nose for data 😩,Roxannabelle,Rox;;️,Pill/Bristol/Manchester
1505489543574732802,3306883455,2022-03-20T10:20:52.000Z,@VodafoneUK I’m so happy when you are home and I don’t want you too far. #InternationalDayOfHappines,FionaGambie,Fiona Gambie,Brighton
1505489408274931712,611904908,2022-03-20T10:20:20.000Z,"@VodafoneUK I’m so happy when I get home from work so I don’t have to go back to work today 

I mean the auto-correct did not tell any lies!!! #VodafoneTreats #InternationalDayOfHappiness",Zaaccc,Zaaccc🦓,
1505489275709804550,1514329046,2022-03-20T10:19:48.000Z,@VodafoneUK I’m so happy when your here #vodafonetreats #InternationalDayOfHappiness 💕,missinflower,⭐️LittleOne⭐️,"London, England"
1505489262489350151,484239007,2022-03-20T10:19:45.000Z,@VodafoneUK I’m so happy when the sun is shining ☀️,MamaCoupe,Dawn Coupe,"Wakefield, England"
