,tweet_id,user_id,created_at,tweet,username,name,location,tweet_type
63,1505664126932205577,2210898709,2022-03-20T21:54:36.000Z,@VodafoneUK #VodafoneTreats I got to the top of The Beacon with my dog Riley. I now have a spring in my step because i thought i would never get to the top. I do Love Spring. https://t.co/gGaomdU9sO,suzywoo321,Susan Jane Gray,,replied_to
64,1505658668028776450,192608384,2022-03-20T21:32:54.000Z,@VodafoneUK Making friends with a bear in Hawaii! #DreamHoliday,diane_83,Diane,"Berks, UK",replied_to
65,1505646824102715392,2905657017,2022-03-20T20:45:51.000Z,@virginhelp @Virgin @O2 @EE @VodafoneUK @virginmedia Thank you!!,SophieBur492,Sophie burlinson,"Sunderland, England",replied_to
66,1505642933529239553,3108215459,2022-03-20T20:30:23.000Z,@VodafoneUK I’m so happy when I have spent time with my dad #InternationalDayOfHappiness,comper_crazy,VIV 💙,"England, United Kingdom",replied_to
67,1505641804028387330,716235098115469312,2022-03-20T20:25:54.000Z,@VodafoneUK I’m so hungry when we are walking in the sunshine. #InternationalDayOfHappiness,LuckyPyerr,James,,replied_to
68,1505641260593340416,142358555,2022-03-20T20:23:44.000Z,@VodafoneUK I’m so happy when you get to this house and we can eat 😂#VodafoneTreats,lydfp_bobbysmum,LydiaGough 💗,West midlands UK,replied_to
69,1505639591516254211,2721515906,2022-03-20T20:17:06.000Z,@VodafoneUK My dog asks for a lullaby (truly) and then how eyes close and he falls asleep. It's the cutest and funniest thing ever...,AleksE125,Aleks,,replied_to
70,1505637339166564356,216027059,2022-03-20T20:08:09.000Z,"@VodafoneUK …Vodafone kept the promises it made not to reintroduce roaming charges

(Then I wake up and realise I was just dreaming)",MuffinThrower,That Adam fellow #ActivistLawyer,London ,replied_to
71,1505635835206639626,116451098,2022-03-20T20:02:11.000Z,"@VodafoneUK I’m so happy when… doughnuts come round my house to play xbox 

#InternationalDayOfHappiness https://t.co/R4e2GSj6zG",greigo_uk,Greg Spencer,"Leicester, England",replied_to
72,1505633333648281603,600121389,2022-03-20T19:52:14.000Z,@VodafoneUK I’m so happy when I have a moment I can msg (hahaha 😂),vickiz1905,Victoria Major,"Braunton, England",replied_to
73,1505630260334891009,20605878,2022-03-20T19:40:01.000Z,@VodafoneUK I'm so happy when you say that I love you 😍,nickyweller,Nicola-clare Weller,Devon,replied_to
74,1505628766579707904,777638074213892096,2022-03-20T19:34:05.000Z,@VodafoneUK @redbullracing get 0pts in a GP weekend,johnnyboy90,John,"Manchester, England",replied_to
75,1505626627623067653,62137358,2022-03-20T19:25:35.000Z,@VodafoneUK The sun shines,57Butler,Viv M,,replied_to
76,1505625585573412877,17942486,2022-03-20T19:21:27.000Z,@VodafoneUK #VodafoneTreats  Enjoying a walk and spotting all the beautiful flowers like these daffodils. https://t.co/M3hTnnL2dQ,nicolasadler,🎠Nicola Sadler🎠,,replied_to
77,1505624083387588618,218821567,2022-03-20T19:15:29.000Z,@VodafoneUK I'm so happy when you said that 💙💛,ColArmy86,ᴄᴏʟ,Ｔｈｅ Ｎｏｒｔｈ Ｅａｓｔ 🔴⚪️,replied_to
78,1505622284702203914,391317123,2022-03-20T19:08:20.000Z,@VodafoneUK I’m so happy when you’re ready for your appointment and I’ll be back on the road for you and your lovely wife.,00jonesey,Martin Jones,"South East, England",replied_to
79,1505621593216720898,2905657017,2022-03-20T19:05:35.000Z,I would appreciate the help for cancer charities from some of the mobile networks @Virgin @O2 @EE @VodafoneUK,SophieBur492,Sophie burlinson,"Sunderland, England",Original_Tweet
80,1505620914838380545,280678430,2022-03-20T19:02:53.000Z,@VodafoneUK #VodafoneTreats,rugbypicboy,spence,wales,replied_to
81,1505620780893319168,280678430,2022-03-20T19:02:21.000Z,@VodafoneUK I'm so happy when we have seen your last email as we are together! 🤣🤣 Typical text language I'd say! 🤣🤣🤣,rugbypicboy,spence,wales,replied_to
82,1505620625280450568,1195379755262058496,2022-03-20T19:01:44.000Z,"@VodafoneUK I'm so happy when I have the energy to face the outside world
... Well then 😂",lorcan51,Lorcan *,"Lincolnshire, UK 🇬🇧 ",replied_to
83,1505617738546524167,17942486,2022-03-20T18:50:16.000Z,@VodafoneUK I'm so happy that we are looking forward to seeing everyone on board with the other hands #InternationalDayOfHappiness,nicolasadler,🎠Nicola Sadler🎠,,replied_to
84,1505616258259107843,3257207974,2022-03-20T18:44:23.000Z,@EMcGougan @VodafoneUK Vodafone is a joke 🤣,mrmrningstarr,MrJunJunior,"Little London, England",replied_to
85,1505616231151325189,211959269,2022-03-20T18:44:17.000Z,"@VodafoneUK I'm so happy when I get home 👏
#VodafoneTreats
#InternationalDayOfHappiness",Kate_Kitssister,🔆 Kate M Jones 🔆,North Wales,replied_to
86,1505615407885045762,320326741,2022-03-20T18:41:00.000Z,@VodafoneUK I’m so happy when you are free and I will be able to make use of your phone #VodafoneTreats #InternationalDayOfHappiness (to be fair this is accurate as my battery dies real quick 😂😂),KellieFaggle,Kellie Faggle,"West Midlands, England",replied_to
87,1505614987632553985,872852693622153217,2022-03-20T18:39:20.000Z,@VodafoneUK Family movie and snuggles on the sofa with my boys. 😀,AngelaField74,Angela Field,"Windsor, South East",replied_to
88,1505611166470529029,1849055040,2022-03-20T18:24:09.000Z,@VodafoneUK I’m so happy when I have a good day - 🤣 #InternationalDayOfHappiness,kels_elise_,Kelsey Ringwood,,replied_to
89,1505607134439956482,1433129808,2022-03-20T18:08:08.000Z,@VodafoneUK Just received this text which I assume isn’t genuine but just thought I’d throw your way for confirmation. https://t.co/B1tOhSehLm,shaunyp8471,Shauny P ♈️ 🏴󠁧󠁢󠁥󠁮󠁧󠁿 ⚽️ 🎶,"Leeds, England",Original_Tweet
90,1505605976124268547,1017748478,2022-03-20T18:03:32.000Z,"@VodafoneUK I’m so happy when I have a moment, I will be there for a while. #VodafoneTreats",pluckypuddin,Katrina Adams,"Lowestoft, England",replied_to
91,1505605206922383365,351200252,2022-03-20T18:00:28.000Z,@VodafoneUK I'm so happy when you say that #VodafoneTreats,Trevor_Aston,Trevor Aston,,replied_to
92,1505604501142753282,50628631,2022-03-20T17:57:40.000Z,@VodafoneUK I've sent a dm,Beleza_Rach,Rachael Santangelo,"Edinburgh, Bonnie Scotland ",replied_to
93,1505602450488795151,475134770,2022-03-20T17:49:31.000Z,@VodafoneUK I’m so happy when I get back to work - this is not true 😂😂 #VodafoneTreats,Siobhan_Lucy,Siobhan Lucy,"Cardiff, Swales",replied_to
94,1505601463099211780,2929157482,2022-03-20T17:45:36.000Z,@VodafoneUK I’m so happy when you’re here and I’m glad you’re safe and happy 😊 #VodafoneTreats #InternationalDayOfHappiness,keenbean0129,Keen Bean,United Kingdom,replied_to
95,1505597145910501376,1243731282,2022-03-20T17:28:26.000Z,@VodafoneUK I'm so happy when my dog Sprout takes me on a walk! #VodafoneTreats #InternationalDayOfHappiness https://t.co/Bczvwkv1pn,pklidaras,Polly Klidaras,England,replied_to
96,1505595870720503812,40209659,2022-03-20T17:23:22.000Z,@VodafoneUK I’m so happy when I’m not here for you and me too lol I love it so much and I hope you have not had any problems at church,paulthemessiah,paul walker,The Big L,replied_to
97,1505595333379776514,106791493,2022-03-20T17:21:14.000Z,@VodafoneUK I’m so happy when you are home and I can come pick up my dog 🐶 @VodafoneUK #InternationalDayOfHappiness 💕💕💕💕🐶🐶🐶🐶🐾🐾🐾🐾💝💝💝💝💝,Larissaloulou,LARISSAJULIE-ANNE✨,"London, England",replied_to
98,1505595053640761350,106791493,2022-03-20T17:20:08.000Z,#VodafoneTreats I am happy when I am home with you for the weekend 🐶🐶🐾🐾@VodafoneUK  #InternationalDayOfHappiness,Larissaloulou,LARISSAJULIE-ANNE✨,"London, England",Original_Tweet
99,1505592900750647297,2815748087,2022-03-20T17:11:34.000Z,"@VodafoneUK I’m so happy when…when I give to animal charities..makes me feel Good to help

#InternationalDayOfHappiness",nansclutter,nansclutter,,replied_to
100,1506111870830362626,3190923797,2022-03-22T03:33:46.000Z,So done with @bt_uk now 😒😒,AMidnightGamer,✌🏻Greemo✌🏻,"England, United Kingdom",Original_Tweet
101,1506104196629778432,3029672396,2022-03-22T03:03:17.000Z,@bt_uk @GeorgeFeenan Did you fix my friends wifi? I’ve been giving him 50k loans to pay for your internet plz fix 👉🥺👈,TheVictoryMan,Vic,,replied_to
102,1506048336012394497,1328844204206854148,2022-03-21T23:21:18.000Z,@TowerHamletsNow @bt_uk This is what white colonial power looks like,MalcomAdams12,Malcom Adams,,replied_to
103,1506027360444948494,1154850078319960064,2022-03-21T21:57:58.000Z,@tomallenstevens @Ruralpay @bt_uk ? Another one of your favourites too!,mays_farm,David Passmore,United Kingdom,replied_to
104,1506025600473092105,1245927739032395776,2022-03-21T21:50:58.000Z,"@bt_uk No I’m sick and tired, I’m swapping provider i can’t be asked anymore",GeorgeFeenan,George,,replied_to
105,1506023368700702730,14382665,2022-03-21T21:42:06.000Z,"@bt_uk hello there! My account was closed on the 4th and I just received a reminder to send back the devices, but still haven't received the pre-paid box",fabienb,Fabien Butazzi | fabienb.eth,Location independent,Original_Tweet
106,1506021573614055426,1276706349515227136,2022-03-21T21:34:58.000Z,@bt_uk What is this? This skeleton version of your BtWi-Fi login page keeps appearing when I try to buy more wifi access and when I try to click on one of the hyperlinks for one of the certain time periods it just refreshes the page and I can’t do anything. Can you help? https://t.co/YbQfy0QzkQ,CalumTait10,Calum Tait,,Original_Tweet
107,1506020922217537541,60698441,2022-03-21T21:32:23.000Z,"@bt_uk hi, my mum wanted to cancel her broadband and keep her phone... She called to do this, then recieved an email telling her phone and broadband would be cancelled and now she can't make or receive calls.",aliphants,Ali,Scotland,Original_Tweet
108,1506018117918543872,1245927739032395776,2022-03-21T21:21:14.000Z,.@bt_uk wouldn’t call this acceptable tbh https://t.co/Y6rPI7v3St,GeorgeFeenan,George,,Original_Tweet
109,1506013293370286080,249706649,2022-03-21T21:02:04.000Z,"@bt_uk I live in Sherborne, Dorset and I am experiencing issues with WiFi connection. Is there a wider problem? I have done the usual and nothing seems to work.",BecoBeeks,Ben Cornish,,Original_Tweet
110,1506012638630744066,44154082,2022-03-21T20:59:28.000Z,@bt_uk I also do need an explanation on why your own tests are showing the results “as expected” whereas you already confirmed that they are not?,ilkermutlu,Ilker Mutlu,"London, England",replied_to
111,1506012183775354888,44154082,2022-03-21T20:57:39.000Z,"@bt_uk Hi Trevor, 

Thank you for picking this up. 

This has been going on for a while, with constant outages too. 

These tests should’ve been run on your part to have guaranteed fulfilling your contractual requirements.

Please provide a solution.",ilkermutlu,Ilker Mutlu,"London, England",replied_to
112,1506009459549777920,102942520,2022-03-21T20:46:50.000Z,@bt_uk Just upgraded to a brand new package and the net is unusable tonight. Massive ms and super long loading times.,JoshSimmo91,Josh,Preston,Original_Tweet
113,1506007909737586688,44154082,2022-03-21T20:40:40.000Z,"Dear @bt_uk,

Please explain this. Where the current setup was working up to 50-60 mb for more than a year.

How’s that “as expected”? https://t.co/LXOWldsRKb",ilkermutlu,Ilker Mutlu,"London, England",Original_Tweet
114,1506000759535673346,84887854,2022-03-21T20:12:15.000Z,@bt_uk All done now thank you !!,1ittlesanctuary,Helen ~ TLS,"England, United Kingdom",replied_to
115,1505997772901818371,3962445327,2022-03-21T20:00:23.000Z,@bt_uk It’s not letting me private message you. I’m entering your Twitter address as BT@bt_uk but it’s not finding you,Cathrynmaginni1,Cathryn maginnis,,replied_to
116,1505997590583824389,44154082,2022-03-21T19:59:40.000Z,"Dear @bt_uk,

This is getting worse by the day.

My Internet speed is 18Mbps. How FAST is your Internet? https://t.co/AZh50Cyx9u",ilkermutlu,Ilker Mutlu,"London, England",Original_Tweet
117,1505996096769867791,21251449,2022-03-21T19:53:44.000Z,@martfin @bt_uk Fiber?,pheauteau,Gavin Wrigley,"Buntingford, East",replied_to
118,1505995244889812997,14192655,2022-03-21T19:50:21.000Z,@pheauteau @bt_uk That's a pretty good price and is the Full Fiber a cereal breakfast?,martfin,Martin Fincham,"Riverside, CA",replied_to
119,1505991954911436809,3568027041,2022-03-21T19:37:16.000Z,Still waiting for a call back for an update on my complaint @bt_uk - Person managing the case tried to call last week but left no message and hasn’t tried to call back since -  What kinda ship you running there these days for goodness sake,TheTurkishPride,ᵀᵘʳᵏⁱˢʰᴾʳⁱᵈᵉ ,,Original_Tweet
120,1505990871745024004,358690136,2022-03-21T19:32:58.000Z,@BBCWatchdog Provide @bt_uk my bank account details so they can transfer me money they owe me into my bank account. Instead they set up a direct debit without my permission and don’t transfer any money and instead decide to send a cheque. Surely illegal if I don’t authorise it?,stevecooke__,Steve,"Chelmsford, East",Original_Tweet
